"Plot Title: 21909581"
"#","Date Time, GMT-04:00","DO conc, mg/L (LGR S/N: 21909581, SEN S/N: 21909581)","Temp, °F (LGR S/N: 21909581, SEN S/N: 21909581)","Coupler Detached (LGR S/N: 21909581)","Coupler Attached (LGR S/N: 21909581)","Stopped (LGR S/N: 21909581)","End Of File (LGR S/N: 21909581)"
95,04/23/24 12:22:36 PM,9.33,67.06,,,,
96,04/23/24 01:22:36 PM,9.29,67.42,,,,
97,04/23/24 02:22:36 PM,9.27,67.68,,,,
98,04/23/24 03:22:36 PM,9.24,67.78,,,,
99,04/23/24 04:22:36 PM,9.24,67.82,,,,
100,04/23/24 05:22:36 PM,9.25,67.78,,,,
101,04/23/24 06:22:36 PM,9.27,67.60,,,,
102,04/23/24 07:22:36 PM,9.31,67.39,,,,
103,04/23/24 08:22:36 PM,9.36,67.03,,,,
104,04/23/24 09:22:36 PM,9.46,66.20,,,,
105,04/23/24 10:22:36 PM,9.53,65.55,,,,
106,04/23/24 11:22:36 PM,9.58,64.98,,,,
107,04/24/24 12:22:36 AM,9.63,64.51,,,,
108,04/24/24 01:22:36 AM,9.65,64.15,,,,
109,04/24/24 02:22:36 AM,9.67,63.86,,,,
110,04/24/24 03:22:36 AM,9.80,62.67,,,,
111,04/24/24 04:22:36 AM,10.17,59.36,,,,
112,04/24/24 05:22:36 AM,10.57,56.66,,,,
113,04/24/24 06:22:36 AM,9.62,54.07,,,,
114,04/24/24 07:22:36 AM,8.72,51.04,,,,
115,04/24/24 08:22:36 AM,10.86,46.22,,,,
116,04/24/24 09:22:36 AM,11.68,45.25,,,,
117,04/24/24 10:22:36 AM,10.19,47.88,,,,
118,04/24/24 11:22:36 AM,8.90,48.81,,,,
119,04/24/24 12:22:36 PM,8.82,49.50,,,,
120,04/24/24 01:22:36 PM,11.35,51.30,,,,
121,04/24/24 02:22:36 PM,10.90,56.08,,,,
122,04/24/24 03:22:36 PM,10.22,62.35,,,,
123,04/24/24 04:22:36 PM,9.54,68.68,,,,
124,04/24/24 05:22:36 PM,8.80,74.37,,,,
125,04/24/24 06:22:36 PM,8.24,79.20,,,,
126,04/24/24 07:22:36 PM,7.96,82.26,,,,
127,04/24/24 08:22:36 PM,7.86,83.41,,,,
128,04/24/24 09:22:36 PM,7.85,83.70,,,,
129,04/24/24 10:22:36 PM,7.84,83.84,,,,
130,04/24/24 11:22:36 PM,7.87,83.77,,,,
131,04/25/24 12:22:36 AM,7.88,83.77,,,,
132,04/25/24 01:22:36 AM,7.89,83.70,,,,
133,04/25/24 02:22:36 AM,7.92,83.48,,,,
134,04/25/24 03:22:36 AM,7.93,83.19,,,,
135,04/25/24 04:22:36 AM,7.95,82.94,,,,
136,04/25/24 05:22:36 AM,7.96,82.72,,,,
137,04/25/24 06:22:36 AM,7.97,82.58,,,,
138,04/25/24 07:22:36 AM,7.98,82.51,,,,
139,04/25/24 08:22:36 AM,7.98,82.51,,,,
140,04/25/24 09:22:36 AM,7.96,82.87,,,,
141,04/25/24 10:22:36 AM,7.95,83.08,,,,
142,04/25/24 11:22:36 AM,7.88,83.91,,,,
143,04/25/24 12:22:36 PM,7.84,83.95,,,,
144,04/25/24 01:22:36 PM,7.75,84.09,,,,
145,04/25/24 02:22:36 PM,7.78,84.24,,,,
146,04/25/24 03:22:36 PM,8.03,84.42,,,,
147,04/25/24 04:22:36 PM,8.14,84.52,,,,
148,04/25/24 05:22:36 PM,8.19,84.60,,,,
149,04/25/24 06:22:36 PM,8.23,84.45,,,,
150,04/25/24 07:22:36 PM,7.71,84.31,,,,
151,04/25/24 08:22:36 PM,7.64,84.16,,,,
152,04/25/24 09:22:36 PM,7.59,84.13,,,,
153,04/25/24 10:22:36 PM,7.56,84.09,,,,
154,04/25/24 11:22:36 PM,7.50,84.06,,,,
155,04/26/24 12:22:36 AM,7.45,84.06,,,,
156,04/26/24 01:22:36 AM,7.32,84.02,,,,
157,04/26/24 02:22:36 AM,7.09,83.98,,,,
158,04/26/24 03:22:36 AM,7.33,83.98,,,,
159,04/26/24 04:22:36 AM,7.11,83.98,,,,
160,04/26/24 05:22:36 AM,6.98,83.88,,,,
161,04/26/24 06:22:36 AM,7.06,83.84,,,,
162,04/26/24 07:22:36 AM,7.00,83.84,,,,
163,04/26/24 08:22:36 AM,7.29,83.88,,,,
164,04/26/24 09:22:36 AM,7.50,83.84,,,,
165,04/26/24 10:22:36 AM,7.63,83.88,,,,
166,04/26/24 11:22:36 AM,7.75,83.91,,,,
167,04/26/24 12:22:36 PM,7.76,84.02,,,,
168,04/26/24 01:22:36 PM,7.86,84.16,,,,
169,04/26/24 02:22:36 PM,8.01,84.38,,,,
170,04/26/24 03:22:36 PM,7.98,84.56,,,,
171,04/26/24 04:22:36 PM,8.07,84.63,,,,
172,04/26/24 05:22:36 PM,7.94,84.60,,,,
173,04/26/24 06:22:36 PM,8.02,84.63,,,,
174,04/26/24 07:22:36 PM,8.19,84.67,,,,
175,04/26/24 08:22:36 PM,7.75,84.31,,,,
176,04/26/24 09:22:36 PM,7.56,84.09,,,,
177,04/26/24 10:22:36 PM,7.54,84.09,,,,
178,04/26/24 11:22:36 PM,7.55,84.02,,,,
179,04/27/24 12:22:36 AM,7.53,83.98,,,,
180,04/27/24 01:22:36 AM,7.46,83.95,,,,
181,04/27/24 02:22:36 AM,7.31,83.91,,,,
182,04/27/24 03:22:36 AM,7.25,83.88,,,,
183,04/27/24 04:22:36 AM,7.29,83.88,,,,
184,04/27/24 05:22:36 AM,7.30,83.88,,,,
185,04/27/24 06:22:36 AM,7.32,83.88,,,,
186,04/27/24 07:22:36 AM,7.34,83.84,,,,
187,04/27/24 08:22:36 AM,7.39,83.84,,,,
188,04/27/24 09:22:36 AM,7.48,83.80,,,,
189,04/27/24 10:22:36 AM,7.53,83.80,,,,
190,04/27/24 11:22:36 AM,7.55,83.88,,,,
191,04/27/24 12:22:36 PM,7.60,83.98,,,,
192,04/27/24 01:22:36 PM,7.73,84.06,,,,
193,04/27/24 02:22:36 PM,7.76,84.09,,,,
194,04/27/24 03:22:36 PM,7.91,84.24,,,,
195,04/27/24 04:22:36 PM,7.99,84.34,,,,
196,04/27/24 05:22:36 PM,7.88,84.38,,,,
197,04/27/24 06:22:36 PM,7.85,84.27,,,,
198,04/27/24 07:22:36 PM,8.14,84.52,,,,
199,04/27/24 08:22:36 PM,7.83,84.42,,,,
200,04/27/24 09:22:36 PM,7.61,84.16,,,,
201,04/27/24 10:22:36 PM,7.52,84.09,,,,
202,04/27/24 11:22:36 PM,7.48,84.02,,,,
203,04/28/24 12:22:36 AM,7.50,84.02,,,,
204,04/28/24 01:22:36 AM,7.54,84.02,,,,
205,04/28/24 02:22:36 AM,7.53,84.02,,,,
206,04/28/24 03:22:36 AM,7.45,84.02,,,,
207,04/28/24 04:22:36 AM,7.45,83.98,,,,
208,04/28/24 05:22:36 AM,7.35,83.95,,,,
209,04/28/24 06:22:36 AM,7.32,83.95,,,,
210,04/28/24 07:22:36 AM,7.22,83.91,,,,
211,04/28/24 08:22:36 AM,7.28,83.91,,,,
212,04/28/24 09:22:36 AM,7.38,83.91,,,,
213,04/28/24 10:22:36 AM,7.49,83.95,,,,
214,04/28/24 11:22:36 AM,7.57,83.98,,,,
215,04/28/24 12:22:36 PM,7.72,84.06,,,,
216,04/28/24 01:22:36 PM,7.85,84.09,,,,
217,04/28/24 02:22:36 PM,7.96,84.13,,,,
218,04/28/24 03:22:36 PM,7.96,84.16,,,,
219,04/28/24 04:22:36 PM,8.16,84.20,,,,
220,04/28/24 05:22:36 PM,8.27,84.34,,,,
221,04/28/24 06:22:36 PM,7.88,84.63,,,,
222,04/28/24 07:22:36 PM,7.67,84.60,,,,
223,04/28/24 08:22:36 PM,7.61,84.45,,,,
224,04/28/24 09:22:36 PM,7.56,84.34,,,,
225,04/28/24 10:22:36 PM,7.54,84.24,,,,
226,04/28/24 11:22:36 PM,7.49,84.16,,,,
227,04/29/24 12:22:36 AM,7.52,84.13,,,,
228,04/29/24 01:22:36 AM,7.48,84.09,,,,
229,04/29/24 02:22:36 AM,7.53,84.06,,,,
230,04/29/24 03:22:36 AM,7.49,84.06,,,,
231,04/29/24 04:22:36 AM,7.51,84.02,,,,
232,04/29/24 05:22:36 AM,7.45,83.98,,,,
233,04/29/24 06:22:36 AM,7.33,83.98,,,,
234,04/29/24 07:22:36 AM,7.30,83.98,,,,
235,04/29/24 08:22:36 AM,7.34,83.95,,,,
236,04/29/24 09:22:36 AM,7.39,83.95,,,,
237,04/29/24 10:22:36 AM,7.46,84.02,,,,
238,04/29/24 11:22:36 AM,7.50,84.06,,,,
239,04/29/24 12:22:36 PM,7.59,84.06,,,,
240,04/29/24 01:22:36 PM,7.80,84.06,,,,
241,04/29/24 02:22:36 PM,7.94,84.16,,,,
242,04/29/24 03:22:36 PM,7.76,84.27,,,,
243,04/29/24 04:22:36 PM,7.89,84.42,,,,
244,04/29/24 05:22:36 PM,7.71,84.74,,,,
245,04/29/24 06:22:36 PM,7.64,84.63,,,,
246,04/29/24 07:22:36 PM,7.54,84.56,,,,
247,04/29/24 08:22:36 PM,7.48,84.56,,,,
248,04/29/24 09:22:36 PM,7.39,84.60,,,,
249,04/29/24 10:22:36 PM,7.50,84.56,,,,
250,04/29/24 11:22:36 PM,7.54,84.31,,,,
251,04/30/24 12:22:36 AM,7.56,84.20,,,,
252,04/30/24 01:22:36 AM,7.52,84.13,,,,
253,04/30/24 02:22:36 AM,7.50,84.09,,,,
254,04/30/24 03:22:36 AM,7.50,84.06,,,,
255,04/30/24 04:22:36 AM,7.45,84.06,,,,
256,04/30/24 05:22:36 AM,7.44,84.02,,,,
257,04/30/24 06:22:36 AM,7.46,84.02,,,,
258,04/30/24 07:22:36 AM,7.33,83.98,,,,
259,04/30/24 08:22:36 AM,7.33,83.98,,,,
260,04/30/24 09:22:36 AM,7.08,84.02,,,,
261,04/30/24 10:22:36 AM,6.98,84.09,,,,
262,04/30/24 11:22:36 AM,7.59,84.09,,,,
263,04/30/24 12:22:36 PM,7.76,84.13,,,,
264,04/30/24 01:22:36 PM,7.82,84.20,,,,
265,04/30/24 02:22:36 PM,7.83,84.31,,,,
266,04/30/24 03:22:36 PM,7.81,84.49,,,,
267,04/30/24 04:22:36 PM,7.80,84.52,,,,
268,04/30/24 05:22:36 PM,7.82,84.67,,,,
269,04/30/24 06:22:36 PM,7.75,84.70,,,,
270,04/30/24 07:22:36 PM,7.66,84.52,,,,
271,04/30/24 08:22:36 PM,7.59,84.34,,,,
272,04/30/24 09:22:36 PM,7.53,84.27,,,,
273,04/30/24 10:22:36 PM,7.55,84.27,,,,
274,04/30/24 11:22:36 PM,7.54,84.24,,,,
275,05/01/24 12:22:36 AM,7.62,84.13,,,,
276,05/01/24 01:22:36 AM,7.56,84.06,,,,
277,05/01/24 02:22:36 AM,7.59,83.98,,,,
278,05/01/24 03:22:36 AM,7.57,83.91,,,,
279,05/01/24 04:22:36 AM,7.56,83.88,,,,
280,05/01/24 05:22:36 AM,7.55,83.88,,,,
281,05/01/24 06:22:36 AM,7.45,83.88,,,,
282,05/01/24 07:22:36 AM,7.50,83.84,,,,
283,05/01/24 08:22:36 AM,7.41,83.84,,,,
284,05/01/24 09:22:36 AM,7.52,83.88,,,,
285,05/01/24 10:22:36 AM,7.20,83.91,,,,
286,05/01/24 11:22:36 AM,7.03,84.09,,,,
287,05/01/24 12:22:36 PM,7.71,83.98,,,,
288,05/01/24 01:22:36 PM,7.85,84.02,,,,
289,05/01/24 02:22:36 PM,7.82,84.09,,,,
290,05/01/24 03:22:36 PM,7.83,84.24,,,,
291,05/01/24 04:22:36 PM,7.85,84.24,,,,
292,05/01/24 05:22:36 PM,7.88,84.31,,,,
293,05/01/24 06:22:36 PM,7.84,84.27,,,,
294,05/01/24 07:22:36 PM,7.71,84.27,,,,
295,05/01/24 08:22:36 PM,7.55,84.27,,,,
296,05/01/24 09:22:36 PM,7.51,84.27,,,,
297,05/01/24 10:22:36 PM,7.41,84.27,,,,
298,05/01/24 11:22:36 PM,7.36,84.24,,,,
299,05/02/24 12:22:36 AM,7.45,84.20,,,,
300,05/02/24 01:22:36 AM,7.43,84.13,,,,
301,05/02/24 02:22:36 AM,7.52,84.09,,,,
302,05/02/24 03:22:36 AM,7.50,84.09,,,,
303,05/02/24 04:22:36 AM,7.45,84.02,,,,
304,05/02/24 05:22:36 AM,7.44,84.02,,,,
305,05/02/24 06:22:36 AM,7.41,84.02,,,,
306,05/02/24 07:22:36 AM,7.28,83.98,,,,
307,05/02/24 08:22:36 AM,7.29,83.98,,,,
308,05/02/24 09:22:36 AM,7.43,84.06,,,,
309,05/02/24 10:22:36 AM,7.66,84.13,,,,
310,05/02/24 11:22:36 AM,7.87,84.24,,,,
311,05/02/24 12:22:36 PM,7.82,84.31,,,,
312,05/02/24 01:22:36 PM,7.94,84.38,,,,
313,05/02/24 02:22:36 PM,7.91,84.45,,,,
314,05/02/24 03:22:36 PM,7.98,84.45,,,,
315,05/02/24 04:22:36 PM,7.98,84.45,,,,
316,05/02/24 05:22:36 PM,8.02,84.56,,,,
317,05/02/24 06:22:36 PM,8.13,84.60,,,,
318,05/02/24 07:22:36 PM,7.71,84.67,,,,
319,05/02/24 08:22:36 PM,7.36,84.67,,,,
320,05/02/24 09:22:36 PM,7.27,84.63,,,,
321,05/02/24 10:22:36 PM,7.07,84.63,,,,
322,05/02/24 11:22:36 PM,7.17,84.56,,,,
323,05/03/24 12:22:36 AM,7.18,84.52,,,,
324,05/03/24 01:22:36 AM,7.43,84.63,,,,
325,05/03/24 02:22:36 AM,7.39,84.49,,,,
326,05/03/24 03:22:36 AM,7.31,84.38,,,,
327,05/03/24 04:22:36 AM,7.36,84.31,,,,
328,05/03/24 05:22:36 AM,7.40,84.27,,,,
329,05/03/24 06:22:36 AM,7.40,84.24,,,,
330,05/03/24 07:22:36 AM,7.40,84.16,,,,
331,05/03/24 08:22:36 AM,7.31,84.13,,,,
332,05/03/24 09:22:36 AM,7.42,84.16,,,,
333,05/03/24 10:22:36 AM,7.71,84.27,,,,
334,05/03/24 11:22:36 AM,7.77,84.38,,,,
335,05/03/24 12:22:36 PM,7.77,84.42,,,,
336,05/03/24 01:22:36 PM,7.98,84.56,,,,
337,05/03/24 02:22:36 PM,8.03,84.49,,,,
338,05/03/24 03:22:36 PM,7.99,84.42,,,,
339,05/03/24 04:22:36 PM,7.98,84.34,,,,
340,05/03/24 05:22:36 PM,8.05,84.34,,,,
341,05/03/24 06:22:36 PM,7.95,84.27,,,,
342,05/03/24 07:22:36 PM,7.66,84.45,,,,
343,05/03/24 08:22:36 PM,7.40,84.49,,,,
344,05/03/24 09:22:36 PM,7.32,84.52,,,,
345,05/03/24 10:22:36 PM,7.32,84.45,,,,
346,05/03/24 11:22:36 PM,7.28,84.45,,,,
347,05/04/24 12:22:36 AM,7.15,84.42,,,,
348,05/04/24 01:22:36 AM,7.23,84.38,,,,
349,05/04/24 02:22:36 AM,7.20,84.42,,,,
350,05/04/24 03:22:36 AM,7.29,84.38,,,,
351,05/04/24 04:22:36 AM,7.35,84.24,,,,
352,05/04/24 05:22:36 AM,7.42,84.09,,,,
353,05/04/24 06:22:36 AM,7.34,84.09,,,,
354,05/04/24 07:22:36 AM,7.40,84.06,,,,
355,05/04/24 08:22:36 AM,7.36,84.06,,,,
356,05/04/24 09:22:36 AM,7.44,84.09,,,,
357,05/04/24 10:22:36 AM,7.63,84.16,,,,
358,05/04/24 11:22:36 AM,7.81,84.27,,,,
359,05/04/24 12:22:36 PM,8.05,84.42,,,,
360,05/04/24 01:22:36 PM,8.14,84.42,,,,
361,05/04/24 02:22:36 PM,8.24,84.49,,,,
362,05/04/24 03:22:36 PM,7.98,84.34,,,,
363,05/04/24 04:22:36 PM,7.95,84.31,,,,
364,05/04/24 05:22:36 PM,8.10,84.49,,,,
365,05/04/24 06:22:36 PM,8.09,84.70,,,,
366,05/04/24 07:22:36 PM,7.65,84.52,,,,
367,05/04/24 08:22:36 PM,7.46,84.52,,,,
368,05/04/24 09:22:36 PM,7.45,84.49,,,,
369,05/04/24 10:22:36 PM,7.33,84.49,,,,
370,05/04/24 11:22:36 PM,7.33,84.49,,,,
371,05/05/24 12:22:36 AM,7.20,84.45,,,,
372,05/05/24 01:22:36 AM,7.20,84.52,,,,
373,05/05/24 02:22:36 AM,7.30,84.60,,,,
374,05/05/24 03:22:36 AM,7.19,84.45,,,,
375,05/05/24 04:22:36 AM,7.35,84.27,,,,
376,05/05/24 05:22:36 AM,7.46,84.24,,,,
377,05/05/24 06:22:36 AM,7.44,84.20,,,,
378,05/05/24 07:22:36 AM,7.42,84.20,,,,
379,05/05/24 08:22:36 AM,7.49,84.20,,,,
380,05/05/24 09:22:36 AM,7.55,84.20,,,,
381,05/05/24 10:22:36 AM,7.81,84.27,,,,
382,05/05/24 11:22:36 AM,8.09,84.38,,,,
383,05/05/24 12:22:36 PM,8.20,84.45,,,,
384,05/05/24 01:22:36 PM,8.34,84.42,,,,
385,05/05/24 02:22:36 PM,8.62,84.60,,,,
386,05/05/24 03:22:36 PM,8.55,84.99,,,,
387,05/05/24 04:22:36 PM,8.21,84.96,,,,
388,05/05/24 05:22:36 PM,8.27,84.85,,,,
389,05/05/24 06:22:36 PM,7.99,84.78,,,,
390,05/05/24 07:22:36 PM,7.72,84.70,,,,
391,05/05/24 08:22:36 PM,7.45,84.63,,,,
392,05/05/24 09:22:36 PM,7.41,84.60,,,,
393,05/05/24 10:22:36 PM,7.43,84.60,,,,
394,05/05/24 11:22:36 PM,7.32,84.52,,,,
395,05/06/24 12:22:36 AM,7.10,84.52,,,,
396,05/06/24 01:22:36 AM,7.07,84.49,,,,
397,05/06/24 02:22:36 AM,7.07,84.60,,,,
398,05/06/24 03:22:36 AM,7.14,84.70,,,,
399,05/06/24 04:22:36 AM,7.21,84.67,,,,
400,05/06/24 05:22:36 AM,7.40,84.52,,,,
401,05/06/24 06:22:36 AM,7.41,84.52,,,,
402,05/06/24 07:22:36 AM,7.41,84.49,,,,
403,05/06/24 08:22:36 AM,7.48,84.49,,,,
404,05/06/24 09:22:36 AM,7.55,84.49,,,,
405,05/06/24 10:22:36 AM,7.61,84.52,,,,
406,05/06/24 11:22:36 AM,7.88,84.63,,,,
407,05/06/24 12:22:36 PM,8.25,84.70,,,,
408,05/06/24 01:22:36 PM,8.31,84.81,,,,
409,05/06/24 02:22:36 PM,8.33,84.92,,,,
410,05/06/24 03:22:36 PM,8.46,84.92,,,,
411,05/06/24 04:22:36 PM,8.20,85.10,,,,
412,05/06/24 05:22:36 PM,8.33,84.49,,,,
413,05/06/24 06:22:36 PM,8.41,84.24,,,,
414,05/06/24 07:22:36 PM,7.73,84.20,,,,
415,05/06/24 08:22:36 PM,7.46,84.16,,,,
416,05/06/24 09:22:36 PM,7.38,84.60,,,,
417,05/06/24 10:22:36 PM,7.39,84.63,,,,
418,05/06/24 11:22:36 PM,7.24,84.56,,,,
419,05/07/24 12:22:36 AM,7.13,84.56,,,,
420,05/07/24 01:22:36 AM,7.01,84.56,,,,
421,05/07/24 02:22:36 AM,7.08,84.56,,,,
422,05/07/24 03:22:36 AM,7.13,84.49,,,,
423,05/07/24 04:22:36 AM,7.11,84.52,,,,
424,05/07/24 05:22:36 AM,7.09,84.42,,,,
425,05/07/24 06:22:36 AM,7.30,84.38,,,,
426,05/07/24 07:22:36 AM,7.35,84.34,,,,
427,05/07/24 08:22:36 AM,7.54,84.31,,,,
428,05/07/24 09:22:36 AM,7.87,84.31,,,,
429,05/07/24 10:22:36 AM,8.21,84.38,,,,
430,05/07/24 11:22:36 AM,8.65,84.45,,,,
431,05/07/24 12:22:36 PM,9.30,84.56,,,,
432,05/07/24 01:22:36 PM,9.85,84.67,,,,
433,05/07/24 02:22:36 PM,10.14,84.67,,,,
434,05/07/24 03:22:36 PM,9.44,84.70,,,,
435,05/07/24 04:22:36 PM,9.32,84.78,,,,
436,05/07/24 05:22:36 PM,9.23,84.99,,,,
437,05/07/24 06:22:36 PM,8.12,84.27,,,,
438,05/07/24 07:22:36 PM,7.72,84.20,,,,
439,05/07/24 08:22:36 PM,7.42,84.09,,,,
440,05/07/24 09:22:36 PM,7.36,84.31,,,,
441,05/07/24 10:22:36 PM,7.32,84.60,,,,
442,05/07/24 11:22:36 PM,7.21,84.63,,,,
443,05/08/24 12:22:36 AM,6.90,84.67,,,,
444,05/08/24 01:22:36 AM,6.86,84.63,,,,
445,05/08/24 02:22:36 AM,6.66,84.60,,,,
446,05/08/24 03:22:36 AM,6.95,84.60,,,,
447,05/08/24 04:22:36 AM,6.78,84.56,,,,
448,05/08/24 05:22:36 AM,6.51,84.49,,,,
449,05/08/24 06:22:36 AM,6.61,84.45,,,,
450,05/08/24 07:22:36 AM,7.20,84.52,,,,
451,05/08/24 08:22:36 AM,7.54,84.49,,,,
452,05/08/24 09:22:36 AM,8.08,84.52,,,,
453,05/08/24 10:22:36 AM,8.06,84.56,,,,
454,05/08/24 11:22:36 AM,9.08,84.63,,,,
455,05/08/24 12:22:36 PM,8.87,84.70,,,,
456,05/08/24 01:22:36 PM,9.47,84.81,,,,
457,05/08/24 02:22:36 PM,8.84,84.85,,,,
458,05/08/24 03:22:36 PM,8.47,84.92,,,,
459,05/08/24 04:22:36 PM,8.80,85.03,,,,
460,05/08/24 05:22:36 PM,9.09,85.14,,,,
461,05/08/24 06:22:36 PM,8.38,84.31,,,,
462,05/08/24 07:22:36 PM,7.68,84.92,,,,
463,05/08/24 08:22:36 PM,7.44,84.81,,,,
464,05/08/24 09:22:36 PM,7.41,84.63,,,,
465,05/08/24 10:22:36 PM,7.42,84.56,,,,
466,05/08/24 11:22:36 PM,7.35,84.70,,,,
467,05/09/24 12:22:36 AM,7.22,84.78,,,,
468,05/09/24 01:22:36 AM,7.12,84.81,,,,
469,05/09/24 02:22:36 AM,7.04,84.78,,,,
470,05/09/24 03:22:36 AM,6.85,84.74,,,,
