"Plot Title: 21909583"
"#","Date Time, GMT-04:00","DO conc, mg/L (LGR S/N: 21909583, SEN S/N: 21909583)","Temp, °F (LGR S/N: 21909583, SEN S/N: 21909583)","Coupler Detached (LGR S/N: 21909583)","Coupler Attached (LGR S/N: 21909583)","Stopped (LGR S/N: 21909583)","End Of File (LGR S/N: 21909583)"
83,04/20/24 09:30:32 PM,9.26,67.28,,,,
84,04/20/24 10:30:32 PM,9.72,62.60,,,,
85,04/20/24 11:30:32 PM,10.25,58.14,,,,
86,04/21/24 12:30:32 AM,10.74,54.28,,,,
87,04/21/24 01:30:32 AM,11.21,50.94,,,,
88,04/21/24 02:30:32 AM,11.64,48.02,,,,
89,04/21/24 03:30:32 AM,12.04,45.54,,,,
90,04/21/24 04:30:32 AM,12.40,43.41,,,,
91,04/21/24 05:30:32 AM,12.73,41.50,,,,
92,04/21/24 06:30:32 AM,13.06,39.81,,,,
93,04/21/24 07:30:32 AM,13.29,38.66,,,,
94,04/21/24 08:30:32 AM,13.38,38.30,,,,
95,04/21/24 09:30:32 AM,13.00,40.28,,,,
96,04/21/24 10:30:32 AM,11.99,45.93,,,,
97,04/21/24 11:30:32 AM,10.82,53.78,,,,
98,04/21/24 12:30:32 PM,9.93,61.09,,,,
99,04/21/24 01:30:32 PM,9.39,66.16,,,,
100,04/21/24 02:30:32 PM,9.13,68.54,,,,
101,04/21/24 03:30:32 PM,9.29,67.75,,,,
102,04/21/24 04:30:32 PM,9.32,67.46,,,,
103,04/21/24 05:30:32 PM,9.33,67.10,,,,
104,04/21/24 06:30:32 PM,9.37,66.81,,,,
105,04/21/24 07:30:32 PM,9.28,67.57,,,,
106,04/21/24 08:30:32 PM,9.17,68.54,,,,
107,04/21/24 09:30:32 PM,9.13,68.94,,,,
108,04/21/24 10:30:32 PM,9.11,68.86,,,,
109,04/21/24 11:30:32 PM,9.13,68.76,,,,
110,04/22/24 12:30:32 AM,9.14,68.61,,,,
111,04/22/24 01:30:32 AM,9.16,68.40,,,,
112,04/22/24 02:30:32 AM,9.18,68.18,,,,
113,04/22/24 03:30:32 AM,9.21,67.93,,,,
114,04/22/24 04:30:32 AM,9.25,67.64,,,,
115,04/22/24 05:30:32 AM,9.29,67.35,,,,
116,04/22/24 06:30:32 AM,9.32,67.10,,,,
117,04/22/24 07:30:32 AM,9.35,66.81,,,,
118,04/22/24 08:30:32 AM,9.39,66.67,,,,
119,04/22/24 09:30:32 AM,9.34,66.88,,,,
120,04/22/24 10:30:32 AM,9.28,67.60,,,,
121,04/22/24 11:30:32 AM,9.23,68.14,,,,
122,04/22/24 12:30:32 PM,9.22,68.36,,,,
123,04/22/24 01:30:32 PM,9.22,68.43,,,,
124,04/22/24 02:30:32 PM,9.21,68.50,,,,
125,04/22/24 03:30:32 PM,9.20,68.54,,,,
126,04/22/24 04:30:32 PM,9.20,68.50,,,,
127,04/22/24 05:30:32 PM,9.23,68.36,,,,
128,04/22/24 06:30:32 PM,9.25,68.25,,,,
129,04/22/24 07:30:32 PM,9.25,68.25,,,,
130,04/22/24 08:30:32 PM,9.27,68.18,,,,
131,04/22/24 09:30:32 PM,9.30,68.00,,,,
132,04/22/24 10:30:32 PM,9.29,67.96,,,,
133,04/22/24 11:30:32 PM,9.29,67.96,,,,
134,04/23/24 12:30:32 AM,9.30,67.93,,,,
135,04/23/24 01:30:32 AM,9.31,67.86,,,,
136,04/23/24 02:30:32 AM,9.32,67.71,,,,
137,04/23/24 03:30:32 AM,9.34,67.57,,,,
138,04/23/24 04:30:32 AM,9.38,67.39,,,,
139,04/23/24 05:30:32 AM,9.39,67.17,,,,
140,04/23/24 06:30:32 AM,9.42,66.99,,,,
141,04/23/24 07:30:32 AM,9.45,66.81,,,,
142,04/23/24 08:30:32 AM,9.45,66.74,,,,
143,04/23/24 09:30:32 AM,9.44,66.81,,,,
144,04/23/24 10:30:32 AM,9.40,67.10,,,,
145,04/23/24 11:30:32 AM,9.32,67.57,,,,
146,04/23/24 12:30:32 PM,9.27,68.04,,,,
147,04/23/24 01:30:32 PM,9.23,68.40,,,,
148,04/23/24 02:30:32 PM,9.20,68.65,,,,
149,04/23/24 03:30:32 PM,9.19,68.76,,,,
150,04/23/24 04:30:32 PM,9.19,68.76,,,,
151,04/23/24 05:30:32 PM,9.20,68.68,,,,
152,04/23/24 06:30:32 PM,9.23,68.43,,,,
153,04/23/24 07:30:32 PM,9.28,68.04,,,,
154,04/23/24 08:30:32 PM,9.57,65.34,,,,
155,04/23/24 09:30:32 PM,9.80,63.43,,,,
156,04/23/24 10:30:32 PM,9.94,62.17,,,,
157,04/23/24 11:30:32 PM,10.02,61.45,,,,
158,04/24/24 12:30:32 AM,10.07,60.94,,,,
159,04/24/24 01:30:32 AM,10.11,60.55,,,,
160,04/24/24 02:30:32 AM,10.12,60.30,,,,
161,04/24/24 03:30:32 AM,10.07,59.86,,,,
162,04/24/24 04:30:32 AM,10.41,57.45,,,,
163,04/24/24 05:30:32 AM,10.67,55.36,,,,
164,04/24/24 06:30:32 AM,8.83,53.17,,,,
165,04/24/24 07:30:32 AM,8.68,50.86,,,,
166,04/24/24 08:30:32 AM,11.40,47.55,,,,
167,04/24/24 09:30:32 AM,11.79,44.89,,,,
168,04/24/24 10:30:32 AM,9.39,45.75,,,,
169,04/24/24 11:30:32 AM,9.13,46.87,,,,
170,04/24/24 12:30:32 PM,9.45,47.62,,,,
171,04/24/24 01:30:32 PM,11.51,49.53,,,,
172,04/24/24 02:30:32 PM,11.06,54.00,,,,
173,04/24/24 03:30:32 PM,10.38,60.01,,,,
174,04/24/24 04:30:32 PM,9.78,65.80,,,,
175,04/24/24 05:30:32 PM,9.47,68.43,,,,
176,04/24/24 06:30:32 PM,8.23,79.48,,,,
177,04/24/24 07:30:32 PM,7.96,82.62,,,,
178,04/24/24 08:30:32 PM,7.90,83.55,,,,
179,04/24/24 09:30:32 PM,7.88,83.73,,,,
180,04/24/24 10:30:32 PM,7.88,83.91,,,,
181,04/24/24 11:30:32 PM,7.92,83.80,,,,
182,04/25/24 12:30:32 AM,7.92,83.77,,,,
183,04/25/24 01:30:32 AM,7.92,83.73,,,,
184,04/25/24 02:30:32 AM,7.94,83.59,,,,
185,04/25/24 03:30:32 AM,7.95,83.34,,,,
186,04/25/24 04:30:32 AM,7.97,83.05,,,,
187,04/25/24 05:30:32 AM,7.98,82.80,,,,
188,04/25/24 06:30:32 AM,8.00,82.65,,,,
189,04/25/24 07:30:32 AM,8.00,82.58,,,,
190,04/25/24 08:30:32 AM,8.02,82.58,,,,
191,04/25/24 09:30:32 AM,7.99,82.87,,,,
192,04/25/24 10:30:32 AM,7.98,83.08,,,,
193,04/25/24 11:30:32 AM,7.82,85.78,,,,
194,04/25/24 12:30:32 PM,7.59,90.00,,,,
195,04/25/24 01:30:32 PM,7.78,84.85,,,,
196,04/25/24 02:30:32 PM,7.87,83.23,,,,
197,04/25/24 03:30:32 PM,8.77,84.52,,,,
198,04/25/24 04:30:32 PM,8.86,84.78,,,,
199,04/25/24 05:30:32 PM,9.05,84.96,,,,
200,04/25/24 06:30:32 PM,7.91,84.63,,,,
201,04/25/24 07:30:32 PM,7.83,84.42,,,,
202,04/25/24 08:30:32 PM,7.75,84.24,,,,
203,04/25/24 09:30:32 PM,7.70,84.13,,,,
204,04/25/24 10:30:32 PM,7.66,84.09,,,,
205,04/25/24 11:30:32 PM,7.46,84.09,,,,
206,04/26/24 12:30:32 AM,7.29,84.09,,,,
207,04/26/24 01:30:32 AM,7.36,84.13,,,,
208,04/26/24 02:30:32 AM,7.24,84.02,,,,
209,04/26/24 03:30:32 AM,7.17,83.80,,,,
210,04/26/24 04:30:32 AM,7.11,83.77,,,,
211,04/26/24 05:30:32 AM,6.80,83.70,,,,
212,04/26/24 06:30:32 AM,6.74,83.70,,,,
213,04/26/24 07:30:32 AM,7.25,83.84,,,,
214,04/26/24 08:30:32 AM,7.35,83.91,,,,
215,04/26/24 09:30:32 AM,7.68,83.95,,,,
216,04/26/24 10:30:32 AM,7.79,84.06,,,,
217,04/26/24 11:30:32 AM,7.96,84.20,,,,
218,04/26/24 12:30:32 PM,7.64,84.20,,,,
219,04/26/24 01:30:32 PM,7.80,84.38,,,,
220,04/26/24 02:30:32 PM,7.83,84.56,,,,
221,04/26/24 03:30:32 PM,8.42,84.78,,,,
222,04/26/24 04:30:32 PM,8.66,84.92,,,,
223,04/26/24 05:30:32 PM,8.64,85.10,,,,
224,04/26/24 06:30:32 PM,8.92,85.06,,,,
225,04/26/24 07:30:32 PM,8.31,84.78,,,,
226,04/26/24 08:30:32 PM,7.68,84.24,,,,
227,04/26/24 09:30:32 PM,7.60,84.20,,,,
228,04/26/24 10:30:32 PM,7.60,84.09,,,,
229,04/26/24 11:30:32 PM,7.54,84.06,,,,
230,04/27/24 12:30:32 AM,7.34,84.09,,,,
231,04/27/24 01:30:32 AM,7.48,84.34,,,,
232,04/27/24 02:30:32 AM,7.12,84.16,,,,
233,04/27/24 03:30:32 AM,7.22,84.06,,,,
234,04/27/24 04:30:32 AM,7.01,83.84,,,,
235,04/27/24 05:30:32 AM,6.83,83.84,,,,
236,04/27/24 06:30:32 AM,6.98,83.88,,,,
237,04/27/24 07:30:32 AM,7.05,83.88,,,,
238,04/27/24 08:30:32 AM,7.12,83.88,,,,
239,04/27/24 09:30:32 AM,7.50,83.91,,,,
240,04/27/24 10:30:32 AM,7.69,84.02,,,,
241,04/27/24 11:30:32 AM,7.83,84.13,,,,
242,04/27/24 12:30:32 PM,8.07,84.27,,,,
243,04/27/24 01:30:32 PM,8.10,84.20,,,,
244,04/27/24 02:30:32 PM,8.24,84.42,,,,
245,04/27/24 03:30:32 PM,8.41,84.60,,,,
246,04/27/24 04:30:32 PM,8.81,84.78,,,,
247,04/27/24 05:30:32 PM,8.80,84.92,,,,
248,04/27/24 06:30:32 PM,8.67,85.03,,,,
249,04/27/24 07:30:32 PM,8.53,84.99,,,,
250,04/27/24 08:30:32 PM,7.80,84.42,,,,
251,04/27/24 09:30:32 PM,7.66,84.20,,,,
252,04/27/24 10:30:32 PM,7.59,84.09,,,,
253,04/27/24 11:30:32 PM,7.58,84.09,,,,
254,04/28/24 12:30:32 AM,7.59,84.13,,,,
255,04/28/24 01:30:32 AM,7.45,84.09,,,,
256,04/28/24 02:30:32 AM,7.45,84.06,,,,
257,04/28/24 03:30:32 AM,7.23,84.06,,,,
258,04/28/24 04:30:32 AM,7.21,84.06,,,,
259,04/28/24 05:30:32 AM,7.00,84.09,,,,
260,04/28/24 06:30:32 AM,7.08,84.02,,,,
261,04/28/24 07:30:32 AM,6.92,84.02,,,,
262,04/28/24 08:30:32 AM,6.71,83.95,,,,
263,04/28/24 09:30:32 AM,7.12,83.91,,,,
264,04/28/24 10:30:32 AM,7.36,84.02,,,,
265,04/28/24 11:30:32 AM,7.71,84.13,,,,
266,04/28/24 12:30:32 PM,8.02,84.24,,,,
267,04/28/24 01:30:32 PM,8.28,84.38,,,,
268,04/28/24 02:30:32 PM,8.21,84.42,,,,
269,04/28/24 03:30:32 PM,8.41,84.49,,,,
270,04/28/24 04:30:32 PM,8.96,84.70,,,,
271,04/28/24 05:30:32 PM,8.97,84.81,,,,
272,04/28/24 06:30:32 PM,8.47,85.10,,,,
273,04/28/24 07:30:32 PM,8.45,84.99,,,,
274,04/28/24 08:30:32 PM,8.45,84.96,,,,
275,04/28/24 09:30:32 PM,7.80,84.70,,,,
276,04/28/24 10:30:32 PM,7.56,84.38,,,,
277,04/28/24 11:30:32 PM,7.60,84.27,,,,
278,04/29/24 12:30:32 AM,7.54,84.20,,,,
279,04/29/24 01:30:32 AM,7.45,84.16,,,,
280,04/29/24 02:30:32 AM,7.49,84.13,,,,
281,04/29/24 03:30:32 AM,7.47,84.13,,,,
282,04/29/24 04:30:32 AM,7.18,84.13,,,,
283,04/29/24 05:30:32 AM,7.03,84.09,,,,
284,04/29/24 06:30:32 AM,6.88,84.09,,,,
285,04/29/24 07:30:32 AM,6.66,84.13,,,,
286,04/29/24 08:30:32 AM,6.71,84.13,,,,
287,04/29/24 09:30:32 AM,6.86,84.09,,,,
288,04/29/24 10:30:32 AM,7.13,84.20,,,,
289,04/29/24 11:30:32 AM,7.35,84.27,,,,
290,04/29/24 12:30:32 PM,7.67,84.31,,,,
291,04/29/24 01:30:32 PM,8.03,84.42,,,,
292,04/29/24 02:30:32 PM,8.19,84.52,,,,
293,04/29/24 03:30:32 PM,8.24,84.49,,,,
294,04/29/24 04:30:32 PM,8.37,84.74,,,,
295,04/29/24 05:30:32 PM,7.88,84.78,,,,
296,04/29/24 06:30:32 PM,7.96,84.78,,,,
297,04/29/24 07:30:32 PM,7.84,84.70,,,,
298,04/29/24 08:30:32 PM,8.22,85.03,,,,
299,04/29/24 09:30:32 PM,7.81,84.92,,,,
300,04/29/24 10:30:32 PM,7.49,84.63,,,,
301,04/29/24 11:30:32 PM,7.48,84.42,,,,
302,04/30/24 12:30:32 AM,7.46,84.24,,,,
303,04/30/24 01:30:32 AM,7.46,84.20,,,,
304,04/30/24 02:30:32 AM,7.47,84.13,,,,
305,04/30/24 03:30:32 AM,7.45,84.09,,,,
306,04/30/24 04:30:32 AM,7.39,84.06,,,,
307,04/30/24 05:30:32 AM,7.13,84.06,,,,
308,04/30/24 06:30:32 AM,6.78,84.20,,,,
309,04/30/24 07:30:32 AM,6.64,84.24,,,,
310,04/30/24 08:30:32 AM,6.75,84.20,,,,
311,04/30/24 09:30:32 AM,6.77,84.24,,,,
312,04/30/24 10:30:32 AM,7.00,84.16,,,,
313,04/30/24 11:30:32 AM,8.54,84.24,,,,
314,04/30/24 12:30:32 PM,8.69,84.24,,,,
315,04/30/24 01:30:32 PM,9.13,84.31,,,,
316,04/30/24 02:30:32 PM,9.41,84.34,,,,
317,04/30/24 03:30:32 PM,8.98,84.52,,,,
318,04/30/24 04:30:32 PM,9.18,84.63,,,,
319,04/30/24 05:30:32 PM,8.98,84.67,,,,
320,04/30/24 06:30:32 PM,8.51,84.74,,,,
321,04/30/24 07:30:32 PM,7.84,84.85,,,,
322,04/30/24 08:30:32 PM,7.41,84.52,,,,
323,04/30/24 09:30:32 PM,7.33,84.45,,,,
324,04/30/24 10:30:32 PM,7.29,84.42,,,,
325,04/30/24 11:30:32 PM,7.47,84.34,,,,
326,05/01/24 12:30:32 AM,7.50,84.20,,,,
327,05/01/24 01:30:32 AM,7.49,84.13,,,,
328,05/01/24 02:30:32 AM,7.58,84.06,,,,
329,05/01/24 03:30:32 AM,7.50,83.98,,,,
330,05/01/24 04:30:32 AM,7.51,83.95,,,,
331,05/01/24 05:30:32 AM,7.41,83.91,,,,
332,05/01/24 06:30:32 AM,7.21,83.91,,,,
333,05/01/24 07:30:32 AM,6.52,84.06,,,,
334,05/01/24 08:30:32 AM,6.84,83.98,,,,
335,05/01/24 09:30:32 AM,7.38,83.98,,,,
336,05/01/24 10:30:32 AM,7.85,84.13,,,,
337,05/01/24 11:30:32 AM,7.93,84.20,,,,
338,05/01/24 12:30:32 PM,8.76,84.16,,,,
339,05/01/24 01:30:32 PM,9.03,84.20,,,,
340,05/01/24 02:30:32 PM,8.71,84.24,,,,
341,05/01/24 03:30:32 PM,8.40,84.31,,,,
342,05/01/24 04:30:32 PM,8.70,84.31,,,,
343,05/01/24 05:30:32 PM,8.90,84.34,,,,
344,05/01/24 06:30:32 PM,8.32,84.42,,,,
345,05/01/24 07:30:32 PM,7.64,84.49,,,,
346,05/01/24 08:30:32 PM,8.31,84.81,,,,
347,05/01/24 09:30:32 PM,8.46,85.03,,,,
348,05/01/24 10:30:32 PM,7.37,84.56,,,,
349,05/01/24 11:30:32 PM,7.11,84.31,,,,
350,05/02/24 12:30:32 AM,7.43,84.24,,,,
351,05/02/24 01:30:32 AM,7.34,84.20,,,,
352,05/02/24 02:30:32 AM,7.47,84.20,,,,
353,05/02/24 03:30:32 AM,7.49,84.13,,,,
354,05/02/24 04:30:32 AM,7.46,84.09,,,,
355,05/02/24 05:30:32 AM,7.37,84.09,,,,
356,05/02/24 06:30:32 AM,7.29,84.06,,,,
357,05/02/24 07:30:32 AM,6.89,83.98,,,,
358,05/02/24 08:30:32 AM,7.44,84.02,,,,
359,05/02/24 09:30:32 AM,7.85,84.06,,,,
360,05/02/24 10:30:32 AM,7.86,84.06,,,,
361,05/02/24 11:30:32 AM,8.40,84.20,,,,
362,05/02/24 12:30:32 PM,8.70,84.34,,,,
363,05/02/24 01:30:32 PM,7.86,84.60,,,,
364,05/02/24 02:30:32 PM,8.19,84.60,,,,
365,05/02/24 03:30:32 PM,8.27,84.63,,,,
366,05/02/24 04:30:32 PM,8.19,84.70,,,,
367,05/02/24 05:30:32 PM,8.25,84.70,,,,
368,05/02/24 06:30:32 PM,8.11,84.74,,,,
369,05/02/24 07:30:32 PM,7.62,84.67,,,,
370,05/02/24 08:30:32 PM,7.67,84.85,,,,
371,05/02/24 09:30:32 PM,7.63,84.78,,,,
372,05/02/24 10:30:32 PM,7.69,84.78,,,,
373,05/02/24 11:30:32 PM,7.57,84.74,,,,
374,05/03/24 12:30:32 AM,7.47,84.74,,,,
375,05/03/24 01:30:32 AM,7.78,84.78,,,,
376,05/03/24 02:30:32 AM,7.39,84.52,,,,
377,05/03/24 03:30:32 AM,7.49,84.42,,,,
378,05/03/24 04:30:32 AM,7.49,84.38,,,,
379,05/03/24 05:30:32 AM,7.41,84.31,,,,
380,05/03/24 06:30:32 AM,7.27,84.27,,,,
381,05/03/24 07:30:32 AM,6.93,84.16,,,,
382,05/03/24 08:30:32 AM,7.30,84.16,,,,
383,05/03/24 09:30:32 AM,7.62,84.20,,,,
384,05/03/24 10:30:32 AM,7.84,84.24,,,,
385,05/03/24 11:30:32 AM,8.33,84.42,,,,
386,05/03/24 12:30:32 PM,8.72,84.56,,,,
387,05/03/24 01:30:32 PM,8.84,84.70,,,,
388,05/03/24 02:30:32 PM,8.49,84.78,,,,
389,05/03/24 03:30:32 PM,8.40,84.85,,,,
390,05/03/24 04:30:32 PM,8.25,84.74,,,,
391,05/03/24 05:30:32 PM,8.20,84.67,,,,
392,05/03/24 06:30:32 PM,8.04,84.63,,,,
393,05/03/24 07:30:32 PM,7.71,84.52,,,,
394,05/03/24 08:30:32 PM,7.03,84.45,,,,
395,05/03/24 09:30:32 PM,7.47,84.63,,,,
396,05/03/24 10:30:32 PM,7.70,84.67,,,,
397,05/03/24 11:30:32 PM,7.63,84.60,,,,
398,05/04/24 12:30:32 AM,7.45,84.60,,,,
399,05/04/24 01:30:32 AM,7.12,84.63,,,,
400,05/04/24 02:30:32 AM,7.53,84.78,,,,
401,05/04/24 03:30:32 AM,7.36,84.31,,,,
402,05/04/24 04:30:32 AM,7.49,84.24,,,,
403,05/04/24 05:30:32 AM,7.44,84.16,,,,
404,05/04/24 06:30:32 AM,7.19,84.13,,,,
405,05/04/24 07:30:32 AM,7.01,84.06,,,,
406,05/04/24 08:30:32 AM,7.27,84.06,,,,
407,05/04/24 09:30:32 AM,7.79,84.13,,,,
408,05/04/24 10:30:32 AM,8.06,84.24,,,,
409,05/04/24 11:30:32 AM,8.08,84.38,,,,
410,05/04/24 12:30:32 PM,8.56,84.56,,,,
411,05/04/24 01:30:32 PM,9.52,84.78,,,,
412,05/04/24 02:30:32 PM,10.28,85.03,,,,
413,05/04/24 03:30:32 PM,8.95,84.99,,,,
414,05/04/24 04:30:32 PM,8.64,84.96,,,,
415,05/04/24 05:30:32 PM,8.23,84.88,,,,
416,05/04/24 06:30:32 PM,8.11,84.74,,,,
417,05/04/24 07:30:32 PM,7.69,84.60,,,,
418,05/04/24 08:30:32 PM,7.36,84.52,,,,
419,05/04/24 09:30:32 PM,6.92,84.52,,,,
420,05/04/24 10:30:32 PM,7.37,84.67,,,,
421,05/04/24 11:30:32 PM,7.51,84.67,,,,
422,05/05/24 12:30:32 AM,7.50,84.70,,,,
423,05/05/24 01:30:32 AM,7.17,84.70,,,,
424,05/05/24 02:30:32 AM,7.15,84.78,,,,
425,05/05/24 03:30:32 AM,7.08,84.56,,,,
426,05/05/24 04:30:32 AM,7.29,84.34,,,,
427,05/05/24 05:30:32 AM,7.37,84.27,,,,
428,05/05/24 06:30:32 AM,7.26,84.24,,,,
429,05/05/24 07:30:32 AM,7.18,84.20,,,,
430,05/05/24 08:30:32 AM,7.44,84.20,,,,
431,05/05/24 09:30:32 AM,7.71,84.24,,,,
432,05/05/24 10:30:32 AM,8.25,84.31,,,,
433,05/05/24 11:30:32 AM,8.84,84.45,,,,
434,05/05/24 12:30:32 PM,9.41,84.67,,,,
435,05/05/24 01:30:32 PM,9.75,84.88,,,,
436,05/05/24 02:30:32 PM,10.14,85.06,,,,
437,05/05/24 03:30:32 PM,9.27,85.17,,,,
438,05/05/24 04:30:32 PM,8.58,85.03,,,,
439,05/05/24 05:30:32 PM,8.24,84.92,,,,
440,05/05/24 06:30:32 PM,8.02,84.78,,,,
441,05/05/24 07:30:32 PM,7.74,84.67,,,,
442,05/05/24 08:30:32 PM,7.43,84.60,,,,
443,05/05/24 09:30:32 PM,7.21,84.56,,,,
444,05/05/24 10:30:32 PM,7.08,84.63,,,,
445,05/05/24 11:30:32 PM,7.58,84.96,,,,
446,05/06/24 12:30:32 AM,7.43,84.85,,,,
447,05/06/24 01:30:32 AM,7.31,84.74,,,,
448,05/06/24 02:30:32 AM,7.23,84.78,,,,
449,05/06/24 03:30:32 AM,7.11,84.85,,,,
450,05/06/24 04:30:32 AM,7.15,84.60,,,,
451,05/06/24 05:30:32 AM,7.33,84.56,,,,
452,05/06/24 06:30:32 AM,7.26,84.56,,,,
453,05/06/24 07:30:32 AM,7.35,84.56,,,,
454,05/06/24 08:30:32 AM,7.58,84.56,,,,
455,05/06/24 09:30:32 AM,7.79,84.60,,,,
456,05/06/24 10:30:32 AM,7.41,84.45,,,,
457,05/06/24 11:30:32 AM,8.35,84.67,,,,
458,05/06/24 12:30:32 PM,9.05,84.99,,,,
459,05/06/24 01:30:32 PM,9.31,85.17,,,,
460,05/06/24 02:30:32 PM,9.59,85.35,,,,
461,05/06/24 03:30:32 PM,9.50,85.46,,,,
462,05/06/24 04:30:32 PM,8.98,85.17,,,,
463,05/06/24 05:30:32 PM,8.49,84.60,,,,
464,05/06/24 06:30:32 PM,8.09,84.38,,,,
465,05/06/24 07:30:32 PM,7.78,84.31,,,,
466,05/06/24 08:30:32 PM,7.53,84.24,,,,
467,05/06/24 09:30:32 PM,7.24,84.63,,,,
468,05/06/24 10:30:32 PM,7.48,84.88,,,,
469,05/06/24 11:30:32 PM,7.62,84.70,,,,
470,05/07/24 12:30:32 AM,7.13,84.24,,,,
