"Plot Title: 21909585"
"#","Date Time, GMT-04:00","DO conc, mg/L (LGR S/N: 21909585, SEN S/N: 21909585)","Temp, °F (LGR S/N: 21909585, SEN S/N: 21909585)","Coupler Detached (LGR S/N: 21909585)","Coupler Attached (LGR S/N: 21909585)","Stopped (LGR S/N: 21909585)","End Of File (LGR S/N: 21909585)"
244,04/29/24 04:57:10 PM,8.26,84.16,,,,
245,04/29/24 05:57:10 PM,7.81,84.45,,,,
246,04/29/24 06:57:10 PM,7.68,84.45,,,,
247,04/29/24 07:57:10 PM,7.50,84.42,,,,
248,04/29/24 08:57:10 PM,7.44,84.38,,,,
249,04/29/24 09:57:10 PM,7.43,84.34,,,,
250,04/29/24 10:57:10 PM,7.42,84.27,,,,
251,04/29/24 11:57:10 PM,7.52,84.27,,,,
252,04/30/24 12:57:10 AM,7.49,84.20,,,,
253,04/30/24 01:57:10 AM,7.52,84.13,,,,
254,04/30/24 02:57:10 AM,7.61,84.06,,,,
255,04/30/24 03:57:10 AM,7.55,83.98,,,,
256,04/30/24 04:57:10 AM,7.50,83.95,,,,
257,04/30/24 05:57:10 AM,7.42,83.95,,,,
258,04/30/24 06:57:10 AM,7.36,83.91,,,,
259,04/30/24 07:57:10 AM,7.18,83.91,,,,
260,04/30/24 08:57:10 AM,7.07,83.88,,,,
261,04/30/24 09:57:10 AM,7.14,83.91,,,,
262,04/30/24 10:57:10 AM,7.28,83.98,,,,
263,04/30/24 11:57:10 AM,7.79,84.06,,,,
264,04/30/24 12:57:10 PM,7.80,84.09,,,,
265,04/30/24 01:57:10 PM,8.04,84.09,,,,
266,04/30/24 02:57:10 PM,8.09,84.06,,,,
267,04/30/24 03:57:10 PM,8.04,84.06,,,,
268,04/30/24 04:57:10 PM,8.05,84.16,,,,
269,04/30/24 05:57:10 PM,7.87,84.63,,,,
270,04/30/24 06:57:10 PM,7.75,84.42,,,,
271,04/30/24 07:57:10 PM,7.61,84.38,,,,
272,04/30/24 08:57:10 PM,7.64,84.27,,,,
273,04/30/24 09:57:10 PM,7.56,84.16,,,,
274,04/30/24 10:57:10 PM,7.62,84.16,,,,
275,04/30/24 11:57:10 PM,7.55,84.13,,,,
276,05/01/24 12:57:10 AM,7.56,84.09,,,,
277,05/01/24 01:57:10 AM,7.43,83.98,,,,
278,05/01/24 02:57:10 AM,7.53,83.88,,,,
279,05/01/24 03:57:10 AM,7.61,83.80,,,,
280,05/01/24 04:57:10 AM,7.59,83.84,,,,
281,05/01/24 05:57:10 AM,7.60,83.77,,,,
282,05/01/24 06:57:10 AM,7.52,83.73,,,,
283,05/01/24 07:57:10 AM,7.34,83.73,,,,
284,05/01/24 08:57:10 AM,6.88,83.77,,,,
285,05/01/24 09:57:10 AM,6.93,83.59,,,,
286,05/01/24 10:57:10 AM,7.08,83.73,,,,
287,05/01/24 11:57:10 AM,7.41,83.95,,,,
288,05/01/24 12:57:10 PM,7.69,84.02,,,,
289,05/01/24 01:57:10 PM,8.05,83.91,,,,
290,05/01/24 02:57:10 PM,8.06,83.91,,,,
291,05/01/24 03:57:10 PM,8.05,83.95,,,,
292,05/01/24 04:57:10 PM,8.06,84.09,,,,
293,05/01/24 05:57:10 PM,7.98,84.27,,,,
294,05/01/24 06:57:10 PM,7.81,84.31,,,,
295,05/01/24 07:57:10 PM,7.51,84.27,,,,
296,05/01/24 08:57:10 PM,7.43,84.24,,,,
297,05/01/24 09:57:10 PM,7.40,84.13,,,,
298,05/01/24 10:57:10 PM,7.22,84.16,,,,
299,05/01/24 11:57:10 PM,7.56,84.20,,,,
300,05/02/24 12:57:10 AM,7.51,84.16,,,,
301,05/02/24 01:57:10 AM,7.53,84.09,,,,
302,05/02/24 02:57:10 AM,7.55,84.06,,,,
303,05/02/24 03:57:10 AM,7.50,83.98,,,,
304,05/02/24 04:57:10 AM,7.51,83.91,,,,
305,05/02/24 05:57:10 AM,7.44,83.88,,,,
306,05/02/24 06:57:10 AM,7.44,83.88,,,,
307,05/02/24 07:57:10 AM,7.05,83.77,,,,
308,05/02/24 08:57:10 AM,7.00,83.66,,,,
309,05/02/24 09:57:10 AM,7.68,83.84,,,,
310,05/02/24 10:57:10 AM,7.33,83.84,,,,
311,05/02/24 11:57:10 AM,7.81,83.95,,,,
312,05/02/24 12:57:10 PM,7.84,84.06,,,,
313,05/02/24 01:57:10 PM,8.34,84.27,,,,
314,05/02/24 02:57:10 PM,8.26,84.20,,,,
315,05/02/24 03:57:10 PM,8.33,84.16,,,,
316,05/02/24 04:57:10 PM,8.36,84.09,,,,
317,05/02/24 05:57:10 PM,8.32,84.13,,,,
318,05/02/24 06:57:10 PM,8.09,84.34,,,,
319,05/02/24 07:57:10 PM,7.62,84.34,,,,
320,05/02/24 08:57:10 PM,7.17,84.31,,,,
321,05/02/24 09:57:10 PM,6.95,84.24,,,,
322,05/02/24 10:57:10 PM,7.19,84.31,,,,
323,05/02/24 11:57:10 PM,7.26,84.45,,,,
324,05/03/24 12:57:10 AM,6.87,84.38,,,,
325,05/03/24 01:57:10 AM,7.02,84.31,,,,
326,05/03/24 02:57:10 AM,7.09,84.34,,,,
327,05/03/24 03:57:10 AM,7.24,84.34,,,,
328,05/03/24 04:57:10 AM,7.22,84.27,,,,
329,05/03/24 05:57:10 AM,7.32,84.20,,,,
330,05/03/24 06:57:10 AM,7.25,84.13,,,,
331,05/03/24 07:57:10 AM,7.09,84.09,,,,
332,05/03/24 08:57:10 AM,6.77,83.84,,,,
333,05/03/24 09:57:10 AM,7.59,83.91,,,,
334,05/03/24 10:57:10 AM,8.75,84.13,,,,
335,05/03/24 11:57:10 AM,8.90,84.27,,,,
336,05/03/24 12:57:10 PM,8.57,84.31,,,,
337,05/03/24 01:57:10 PM,8.53,84.42,,,,
338,05/03/24 02:57:10 PM,8.72,84.38,,,,
339,05/03/24 03:57:10 PM,8.66,84.34,,,,
340,05/03/24 04:57:10 PM,8.73,84.31,,,,
341,05/03/24 05:57:10 PM,8.40,84.20,,,,
342,05/03/24 06:57:10 PM,8.05,84.16,,,,
343,05/03/24 07:57:10 PM,7.42,84.24,,,,
344,05/03/24 08:57:10 PM,7.41,84.24,,,,
345,05/03/24 09:57:10 PM,6.89,84.20,,,,
346,05/03/24 10:57:10 PM,6.91,84.13,,,,
347,05/03/24 11:57:10 PM,6.71,84.24,,,,
348,05/04/24 12:57:10 AM,6.77,84.24,,,,
349,05/04/24 01:57:10 AM,6.66,84.20,,,,
350,05/04/24 02:57:10 AM,6.88,84.20,,,,
351,05/04/24 03:57:10 AM,7.26,84.20,,,,
352,05/04/24 04:57:10 AM,7.41,84.20,,,,
353,05/04/24 05:57:10 AM,7.23,84.13,,,,
354,05/04/24 06:57:10 AM,7.31,84.06,,,,
355,05/04/24 07:57:10 AM,7.28,84.02,,,,
356,05/04/24 08:57:10 AM,7.37,83.98,,,,
357,05/04/24 09:57:10 AM,7.51,83.91,,,,
358,05/04/24 10:57:10 AM,8.08,84.02,,,,
359,05/04/24 11:57:10 AM,7.99,84.20,,,,
360,05/04/24 12:57:10 PM,8.14,84.34,,,,
361,05/04/24 01:57:10 PM,8.30,84.42,,,,
362,05/04/24 02:57:10 PM,8.37,84.38,,,,
363,05/04/24 03:57:10 PM,8.28,84.20,,,,
364,05/04/24 04:57:10 PM,8.39,84.09,,,,
365,05/04/24 05:57:10 PM,8.38,84.09,,,,
366,05/04/24 06:57:10 PM,7.90,84.06,,,,
367,05/04/24 07:57:10 PM,7.41,84.06,,,,
368,05/04/24 08:57:10 PM,7.41,84.24,,,,
369,05/04/24 09:57:10 PM,7.33,84.24,,,,
370,05/04/24 10:57:10 PM,4.90,84.16,,,,
371,05/04/24 11:57:10 PM,6.78,84.09,,,,
372,05/05/24 12:57:10 AM,6.74,84.13,,,,
373,05/05/24 01:57:10 AM,4.75,84.20,,,,
374,05/05/24 02:57:10 AM,6.41,84.20,,,,
375,05/05/24 03:57:10 AM,7.18,84.27,,,,
376,05/05/24 04:57:10 AM,7.28,84.27,,,,
377,05/05/24 05:57:10 AM,7.41,84.20,,,,
378,05/05/24 06:57:10 AM,7.44,84.13,,,,
379,05/05/24 07:57:10 AM,7.49,84.13,,,,
380,05/05/24 08:57:10 AM,7.69,84.13,,,,
381,05/05/24 09:57:10 AM,7.58,84.09,,,,
382,05/05/24 10:57:10 AM,7.91,84.16,,,,
383,05/05/24 11:57:10 AM,8.38,84.34,,,,
384,05/05/24 12:57:10 PM,8.35,84.45,,,,
385,05/05/24 01:57:10 PM,8.36,84.56,,,,
386,05/05/24 02:57:10 PM,8.62,84.60,,,,
387,05/05/24 03:57:10 PM,8.47,84.56,,,,
388,05/05/24 04:57:10 PM,8.11,84.74,,,,
389,05/05/24 05:57:10 PM,7.97,84.49,,,,
390,05/05/24 06:57:10 PM,7.80,84.42,,,,
391,05/05/24 07:57:10 PM,7.67,84.38,,,,
392,05/05/24 08:57:10 PM,7.60,84.38,,,,
393,05/05/24 09:57:10 PM,7.44,84.42,,,,
394,05/05/24 10:57:10 PM,7.27,84.42,,,,
395,05/05/24 11:57:10 PM,6.86,84.27,,,,
396,05/06/24 12:57:10 AM,6.66,84.09,,,,
397,05/06/24 01:57:10 AM,6.75,84.13,,,,
398,05/06/24 02:57:10 AM,6.87,84.24,,,,
399,05/06/24 03:57:10 AM,6.85,84.31,,,,
400,05/06/24 04:57:10 AM,7.12,84.45,,,,
401,05/06/24 05:57:10 AM,7.28,84.49,,,,
402,05/06/24 06:57:10 AM,7.36,84.45,,,,
403,05/06/24 07:57:10 AM,7.39,84.45,,,,
404,05/06/24 08:57:10 AM,7.72,84.45,,,,
405,05/06/24 09:57:10 AM,7.82,84.49,,,,
406,05/06/24 10:57:10 AM,8.16,84.56,,,,
407,05/06/24 11:57:10 AM,8.14,84.60,,,,
408,05/06/24 12:57:10 PM,8.20,84.63,,,,
409,05/06/24 01:57:10 PM,8.30,84.78,,,,
410,05/06/24 02:57:10 PM,8.72,84.88,,,,
411,05/06/24 03:57:10 PM,8.34,84.85,,,,
412,05/06/24 04:57:10 PM,8.58,84.60,,,,
413,05/06/24 05:57:10 PM,8.17,84.27,,,,
414,05/06/24 06:57:10 PM,7.89,84.16,,,,
415,05/06/24 07:57:10 PM,7.55,83.95,,,,
416,05/06/24 08:57:10 PM,7.46,83.91,,,,
417,05/06/24 09:57:10 PM,7.47,84.20,,,,
418,05/06/24 10:57:10 PM,7.28,84.24,,,,
419,05/06/24 11:57:10 PM,7.08,84.13,,,,
420,05/07/24 12:57:10 AM,6.91,84.06,,,,
421,05/07/24 01:57:10 AM,7.18,84.38,,,,
422,05/07/24 02:57:10 AM,7.04,84.38,,,,
423,05/07/24 03:57:10 AM,7.06,84.31,,,,
424,05/07/24 04:57:10 AM,6.87,84.24,,,,
425,05/07/24 05:57:10 AM,6.58,84.09,,,,
426,05/07/24 06:57:10 AM,7.31,84.31,,,,
427,05/07/24 07:57:10 AM,7.60,84.34,,,,
428,05/07/24 08:57:10 AM,8.00,84.31,,,,
429,05/07/24 09:57:10 AM,8.24,84.34,,,,
430,05/07/24 10:57:10 AM,8.40,84.42,,,,
431,05/07/24 11:57:10 AM,9.92,84.52,,,,
432,05/07/24 12:57:10 PM,9.03,84.60,,,,
433,05/07/24 01:57:10 PM,9.58,84.81,,,,
434,05/07/24 02:57:10 PM,9.98,84.81,,,,
435,05/07/24 03:57:10 PM,9.63,84.88,,,,
436,05/07/24 04:57:10 PM,8.88,84.81,,,,
437,05/07/24 05:57:10 PM,8.65,84.74,,,,
438,05/07/24 06:57:10 PM,7.95,84.13,,,,
439,05/07/24 07:57:10 PM,7.65,84.06,,,,
440,05/07/24 08:57:10 PM,7.61,84.06,,,,
441,05/07/24 09:57:10 PM,7.53,84.20,,,,
442,05/07/24 10:57:10 PM,7.41,84.31,,,,
443,05/07/24 11:57:10 PM,7.21,84.34,,,,
444,05/08/24 12:57:10 AM,6.98,84.24,,,,
445,05/08/24 01:57:10 AM,7.17,84.34,,,,
446,05/08/24 02:57:10 AM,6.95,84.38,,,,
447,05/08/24 03:57:10 AM,6.53,84.34,,,,
448,05/08/24 04:57:10 AM,6.06,84.27,,,,
449,05/08/24 05:57:10 AM,6.48,84.24,,,,
450,05/08/24 06:57:10 AM,6.90,84.38,,,,
451,05/08/24 07:57:10 AM,7.23,84.42,,,,
452,05/08/24 08:57:10 AM,7.16,84.42,,,,
453,05/08/24 09:57:10 AM,7.40,84.42,,,,
454,05/08/24 10:57:10 AM,7.64,84.63,,,,
455,05/08/24 11:57:10 AM,7.89,84.67,,,,
456,05/08/24 12:57:10 PM,7.95,84.74,,,,
457,05/08/24 01:57:10 PM,8.48,84.81,,,,
458,05/08/24 02:57:10 PM,8.73,84.92,,,,
459,05/08/24 03:57:10 PM,8.58,85.03,,,,
460,05/08/24 04:57:10 PM,8.73,85.17,,,,
461,05/08/24 05:57:10 PM,8.49,84.99,,,,
462,05/08/24 06:57:10 PM,7.95,84.34,,,,
463,05/08/24 07:57:10 PM,7.53,84.16,,,,
464,05/08/24 08:57:10 PM,7.56,84.09,,,,
465,05/08/24 09:57:10 PM,7.51,84.09,,,,
466,05/08/24 10:57:10 PM,7.52,84.27,,,,
467,05/08/24 11:57:10 PM,7.49,84.52,,,,
468,05/09/24 12:57:10 AM,7.25,84.45,,,,
469,05/09/24 01:57:10 AM,6.63,84.24,,,,
470,05/09/24 02:57:10 AM,6.62,84.24,,,,
