"Plot Title: 21909582"
"#","Date Time, GMT-04:00","DO conc, mg/L (LGR S/N: 21909582, SEN S/N: 21909582)","Temp, °F (LGR S/N: 21909582, SEN S/N: 21909582)","Coupler Detached (LGR S/N: 21909582)","Coupler Attached (LGR S/N: 21909582)","Host Connected (LGR S/N: 21909582)","Stopped (LGR S/N: 21909582)","End Of File (LGR S/N: 21909582)"
36,04/18/24 06:50:08 PM,8.98,72.07,,,,,
37,04/18/24 07:50:08 PM,8.98,72.00,,,,,
38,04/18/24 08:50:08 PM,8.99,71.89,,,,,
39,04/18/24 09:50:08 PM,9.00,71.78,,,,,
40,04/18/24 10:50:08 PM,9.01,71.67,,,,,
41,04/18/24 11:50:08 PM,9.03,71.64,,,,,
42,04/19/24 12:50:08 AM,9.01,71.56,,,,,
43,04/19/24 01:50:08 AM,9.04,71.53,,,,,
44,04/19/24 02:50:08 AM,9.04,71.46,,,,,
45,04/19/24 03:50:08 AM,9.05,71.38,,,,,
46,04/19/24 04:50:08 AM,9.05,71.31,,,,,
47,04/19/24 05:50:08 AM,9.05,71.28,,,,,
48,04/19/24 06:50:08 AM,9.07,71.24,,,,,
49,04/19/24 07:50:08 AM,9.08,71.13,,,,,
50,04/19/24 08:50:08 AM,9.08,71.10,,,,,
51,04/19/24 09:50:08 AM,9.07,71.06,,,,,
52,04/19/24 10:50:08 AM,9.08,71.10,,,,,
53,04/19/24 11:50:08 AM,9.07,71.20,,,,,
54,04/19/24 12:50:08 PM,9.07,71.31,,,,,
55,04/19/24 01:50:08 PM,9.03,71.42,,,,,
56,04/19/24 02:50:08 PM,9.00,71.67,,,,,
57,04/19/24 03:50:08 PM,8.97,71.92,,,,,
58,04/19/24 04:50:08 PM,8.97,72.07,,,,,
59,04/19/24 05:50:08 PM,9.20,68.90,,,,,
60,04/19/24 06:50:08 PM,9.36,67.35,,,,,
61,04/19/24 07:50:08 PM,9.65,64.47,,,,,
62,04/19/24 08:50:08 PM,9.98,61.45,,,,,
63,04/19/24 09:50:08 PM,10.27,58.89,,,,,
64,04/19/24 10:50:08 PM,10.52,56.84,,,,,
65,04/19/24 11:50:08 PM,10.74,55.15,,,,,
66,04/20/24 12:50:08 AM,10.92,53.82,,,,,
67,04/20/24 01:50:08 AM,11.06,52.77,,,,,
68,04/20/24 02:50:08 AM,11.18,51.87,,,,,
69,04/20/24 03:50:08 AM,11.28,51.15,,,,,
70,04/20/24 04:50:08 AM,11.36,50.61,,,,,
71,04/20/24 05:50:08 AM,11.42,50.22,,,,,
72,04/20/24 06:50:08 AM,11.49,49.86,,,,,
73,04/20/24 07:50:08 AM,11.53,49.50,,,,,
74,04/20/24 08:50:08 AM,11.53,49.42,,,,,
75,04/20/24 09:50:08 AM,11.46,49.93,,,,,
76,04/20/24 10:50:08 AM,11.28,51.04,,,,,
77,04/20/24 11:50:08 AM,10.92,53.60,,,,,
78,04/20/24 12:50:08 PM,9.94,61.48,,,,,
79,04/20/24 01:50:08 PM,9.08,69.69,,,,,
80,04/20/24 02:50:08 PM,8.79,72.68,,,,,
81,04/20/24 03:50:08 PM,8.76,72.82,,,,,
82,04/20/24 04:50:08 PM,8.77,72.68,,,,,
83,04/20/24 05:50:08 PM,8.50,75.96,,,,,
84,04/20/24 06:50:08 PM,8.37,77.50,,,,,
85,04/20/24 07:50:08 PM,8.63,73.98,,,,,
86,04/20/24 08:50:08 PM,9.07,69.01,,,,,
87,04/20/24 09:50:08 PM,9.60,63.75,,,,,
88,04/20/24 10:50:08 PM,10.17,58.60,,,,,
89,04/20/24 11:50:08 PM,10.76,54.25,,,,,
90,04/21/24 12:50:08 AM,11.26,50.65,,,,,
91,04/21/24 01:50:08 AM,11.75,47.48,,,,,
92,04/21/24 02:50:08 AM,12.18,44.85,,,,,
93,04/21/24 03:50:08 AM,12.56,42.66,,,,,
94,04/21/24 04:50:08 AM,12.91,40.75,,,,,
95,04/21/24 05:50:08 AM,13.23,39.02,,,,,
96,04/21/24 06:50:08 AM,13.53,37.54,,,,,
97,04/21/24 07:50:08 AM,13.68,37.00,,,,,
98,04/21/24 08:50:08 AM,13.56,37.76,,,,,
99,04/21/24 09:50:08 AM,12.64,42.62,,,,,
100,04/21/24 10:50:08 AM,11.35,50.47,,,,,
101,04/21/24 11:50:08 AM,10.18,59.36,,,,,
102,04/21/24 12:50:08 PM,9.40,66.24,,,,,
103,04/21/24 01:50:08 PM,9.03,69.98,,,,,
104,04/21/24 02:50:08 PM,9.05,69.94,,,,,
105,04/21/24 03:50:08 PM,9.19,68.61,,,,,
106,04/21/24 04:50:08 PM,9.27,67.82,,,,,
107,04/21/24 05:50:08 PM,9.31,67.03,,,,,
108,04/21/24 06:50:08 PM,9.35,66.99,,,,,
109,04/21/24 07:50:08 PM,9.25,68.00,,,,,
110,04/21/24 08:50:08 PM,9.10,69.19,,,,,
111,04/21/24 09:50:08 PM,9.07,69.51,,,,,
112,04/21/24 10:50:08 PM,9.08,69.55,,,,,
113,04/21/24 11:50:08 PM,9.06,69.48,,,,,
114,04/22/24 12:50:08 AM,9.07,69.33,,,,,
115,04/22/24 01:50:08 AM,9.10,69.08,,,,,
116,04/22/24 02:50:08 AM,9.15,68.72,,,,,
117,04/22/24 03:50:08 AM,9.18,68.40,,,,,
118,04/22/24 04:50:08 AM,9.21,68.11,,,,,
119,04/22/24 05:50:08 AM,9.25,67.82,,,,,
120,04/22/24 06:50:08 AM,9.30,67.53,,,,,
121,04/22/24 07:50:08 AM,9.31,67.42,,,,,
122,04/22/24 08:50:08 AM,9.30,67.68,,,,,
123,04/22/24 09:50:08 AM,9.15,69.15,,,,,
124,04/22/24 10:50:08 AM,9.05,70.41,,,,,
125,04/22/24 11:50:08 AM,9.04,70.48,,,,,
126,04/22/24 12:50:08 PM,9.06,70.30,,,,,
127,04/22/24 01:50:08 PM,9.06,70.30,,,,,
128,04/22/24 02:50:08 PM,9.06,70.27,,,,,
129,04/22/24 03:50:08 PM,9.07,70.16,,,,,
130,04/22/24 04:50:08 PM,9.08,69.91,,,,,
131,04/22/24 05:50:08 PM,9.11,69.62,,,,,
132,04/22/24 06:50:08 PM,9.12,69.58,,,,,
133,04/22/24 07:50:08 PM,9.11,69.58,,,,,
134,04/22/24 08:50:08 PM,9.17,69.40,,,,,
135,04/22/24 09:50:08 PM,9.19,69.22,,,,,
136,04/22/24 10:50:08 PM,9.19,69.22,,,,,
137,04/22/24 11:50:08 PM,9.19,69.19,,,,,
138,04/23/24 12:50:08 AM,9.20,69.08,,,,,
139,04/23/24 01:50:08 AM,9.21,68.86,,,,,
140,04/23/24 02:50:08 AM,9.24,68.61,,,,,
141,04/23/24 03:50:08 AM,9.28,68.36,,,,,
142,04/23/24 04:50:08 AM,9.30,68.11,,,,,
143,04/23/24 05:50:08 AM,9.34,67.89,,,,,
144,04/23/24 06:50:08 AM,9.35,67.64,,,,,
145,04/23/24 07:50:08 AM,9.39,67.60,,,,,
146,04/23/24 08:50:08 AM,9.35,67.82,,,,,
147,04/23/24 09:50:08 AM,9.30,68.36,,,,,
148,04/23/24 10:50:08 AM,9.20,69.22,,,,,
149,04/23/24 11:50:08 AM,9.11,69.84,,,,,
150,04/23/24 12:50:08 PM,9.08,70.34,,,,,
151,04/23/24 01:50:08 PM,9.04,70.56,,,,,
152,04/23/24 02:50:08 PM,9.04,70.59,,,,,
153,04/23/24 03:50:08 PM,9.04,70.45,,,,,
154,04/23/24 04:50:08 PM,9.06,70.27,,,,,
155,04/23/24 05:50:08 PM,9.07,70.05,,,,,
156,04/23/24 06:50:08 PM,9.15,69.48,,,,,
157,04/23/24 07:50:08 PM,9.58,66.09,,,,,
158,04/23/24 08:50:08 PM,10.19,61.66,,,,,
159,04/23/24 09:50:08 PM,10.50,59.32,,,,,
160,04/23/24 10:50:08 PM,10.67,57.99,,,,,
161,04/23/24 11:50:08 PM,10.77,57.27,,,,,
162,04/24/24 12:50:08 AM,10.82,56.77,,,,,
163,04/24/24 01:50:08 AM,10.85,56.48,,,,,
164,04/24/24 02:50:08 AM,10.86,56.30,,,,,
165,04/24/24 03:50:08 AM,11.08,54.61,,,,,
166,04/24/24 04:50:08 AM,11.23,52.63,,,,,
167,04/24/24 05:50:08 AM,11.47,50.29,,,,,
168,04/24/24 06:50:08 AM,9.25,48.49,,,,,
169,04/24/24 07:50:08 AM,9.19,46.98,,,,,
170,04/24/24 08:50:08 AM,11.74,45.39,,,,,
171,04/24/24 09:50:08 AM,11.68,45.46,,,,,
172,04/24/24 10:50:08 AM,9.39,45.10,,,,,
173,04/24/24 11:50:08 AM,9.23,45.32,,,,,
174,04/24/24 12:50:08 PM,12.08,45.39,,,,,
175,04/24/24 01:50:08 PM,11.94,47.01,,,,,
176,04/24/24 02:50:08 PM,11.22,52.38,,,,,
177,04/24/24 03:50:08 PM,10.78,56.88,,,,,
178,04/24/24 04:50:08 PM,10.12,62.49,,,,,
179,04/24/24 05:50:08 PM,8.93,71.49,,,,,
180,04/24/24 06:50:08 PM,8.13,80.10,,,,,
181,04/24/24 07:50:08 PM,7.92,82.54,,,,,
182,04/24/24 08:50:08 PM,7.87,83.34,,,,,
183,04/24/24 09:50:08 PM,7.87,83.62,,,,,
184,04/24/24 10:50:08 PM,7.86,83.70,,,,,
185,04/24/24 11:50:08 PM,7.86,83.55,,,,,
186,04/25/24 12:50:08 AM,7.87,83.52,,,,,
187,04/25/24 01:50:08 AM,7.88,83.41,,,,,
188,04/25/24 02:50:08 AM,7.88,83.26,,,,,
189,04/25/24 03:50:08 AM,7.90,83.01,,,,,
190,04/25/24 04:50:08 AM,7.92,82.76,,,,,
191,04/25/24 05:50:08 AM,7.95,82.54,,,,,
192,04/25/24 06:50:08 AM,7.95,82.40,,,,,
193,04/25/24 07:50:08 AM,7.97,82.29,,,,,
194,04/25/24 08:50:08 AM,7.95,82.62,,,,,
195,04/25/24 09:50:08 AM,7.89,83.44,,,,,
196,04/25/24 10:50:08 AM,7.85,83.98,,,,,
197,04/25/24 11:50:08 AM,7.84,84.38,,,,,
198,04/25/24 12:50:08 PM,7.81,84.60,,,,,
199,04/25/24 01:50:08 PM,7.81,84.74,,,,,
200,04/25/24 02:50:08 PM,7.78,84.85,,,,,
201,04/25/24 03:50:08 PM,7.78,84.78,,,,,
202,04/25/24 04:50:08 PM,7.78,84.63,,,,,
203,04/25/24 05:50:08 PM,7.81,84.27,,,,,
204,04/25/24 06:50:08 PM,7.84,84.02,,,,,
205,04/25/24 07:50:08 PM,7.87,83.88,,,,,
206,04/25/24 08:50:08 PM,7.88,83.66,,,,,
207,04/25/24 09:50:08 PM,7.89,83.48,,,,,
208,04/25/24 10:50:08 PM,7.89,83.37,,,,,
209,04/25/24 11:50:08 PM,7.91,83.23,,,,,
210,04/26/24 12:50:08 AM,7.91,83.12,,,,,
211,04/26/24 01:50:08 AM,7.92,82.87,,,,,
212,04/26/24 02:50:08 AM,7.95,82.65,,,,,
213,04/26/24 03:50:08 AM,7.93,82.58,,,,,
214,04/26/24 04:50:08 AM,7.96,82.40,,,,,
215,04/26/24 05:50:08 AM,7.97,82.36,,,,,
216,04/26/24 06:50:08 AM,7.97,82.36,,,,,
217,04/26/24 07:50:08 AM,7.96,82.40,,,,,
218,04/26/24 08:50:08 AM,7.87,83.34,,,,,
219,04/26/24 09:50:08 AM,7.84,84.13,,,,,
220,04/26/24 10:50:08 AM,7.76,85.60,,,,,
221,04/26/24 11:50:08 AM,7.62,87.08,,,,,
222,04/26/24 12:50:08 PM,7.61,86.32,,,,,
223,04/26/24 01:50:08 PM,7.77,83.95,,,,,
224,04/26/24 02:50:08 PM,7.78,83.59,,,,,
225,04/26/24 03:50:08 PM,7.80,83.30,,,,,
226,04/26/24 04:50:08 PM,7.81,83.08,,,,,
227,04/26/24 05:50:08 PM,7.84,82.90,,,,,
228,04/26/24 06:50:08 PM,7.86,82.72,,,,,
229,04/26/24 07:50:08 PM,7.87,82.51,,,,,
230,04/26/24 08:50:08 PM,7.89,82.36,,,,,
231,04/26/24 09:50:08 PM,7.89,82.33,,,,,
232,04/26/24 10:50:08 PM,7.90,82.36,,,,,
233,04/26/24 11:50:08 PM,7.92,82.18,,,,,
234,04/27/24 12:50:08 AM,7.90,82.22,,,,,
235,04/27/24 01:50:08 AM,7.90,82.29,,,,,
236,04/27/24 02:50:08 AM,7.89,82.44,,,,,
237,04/27/24 03:50:08 AM,7.88,82.54,,,,,
238,04/27/24 04:50:08 AM,7.87,82.62,,,,,
239,04/27/24 05:50:08 AM,7.85,82.72,,,,,
240,04/27/24 06:50:08 AM,7.85,82.83,,,,,
241,04/27/24 07:50:08 AM,7.84,82.98,,,,,
242,04/27/24 08:50:08 AM,7.85,82.94,,,,,
243,04/27/24 09:50:08 AM,7.86,82.87,,,,,
244,04/27/24 10:50:08 AM,7.85,82.94,,,,,
245,04/27/24 11:50:08 AM,7.86,83.01,,,,,
246,04/27/24 12:50:08 PM,7.84,83.12,,,,,
247,04/27/24 01:50:08 PM,7.84,83.19,,,,,
248,04/27/24 02:50:08 PM,7.81,83.23,,,,,
249,04/27/24 03:50:08 PM,7.80,83.26,,,,,
250,04/27/24 04:50:08 PM,7.81,83.30,,,,,
251,04/27/24 05:50:08 PM,7.80,83.34,,,,,
252,04/27/24 06:50:08 PM,7.80,83.37,,,,,
253,04/27/24 07:50:08 PM,7.80,83.48,,,,,
254,04/27/24 08:50:08 PM,7.79,83.55,,,,,
255,04/27/24 09:50:08 PM,7.79,83.52,,,,,
256,04/27/24 10:50:08 PM,7.81,83.48,,,,,
257,04/27/24 11:50:08 PM,7.81,83.44,,,,,
258,04/28/24 12:50:08 AM,7.83,83.44,,,,,
259,04/28/24 01:50:08 AM,7.81,83.48,,,,,
260,04/28/24 02:50:08 AM,7.80,83.59,,,,,
261,04/28/24 03:50:08 AM,7.78,83.62,,,,,
262,04/28/24 04:50:08 AM,7.78,83.66,,,,,
263,04/28/24 05:50:08 AM,7.77,83.70,,,,,
264,04/28/24 06:50:08 AM,7.79,83.70,,,,,
265,04/28/24 07:50:08 AM,7.79,83.66,,,,,
266,04/28/24 08:50:08 AM,7.80,83.70,,,,,
267,04/28/24 09:50:08 AM,7.80,83.62,,,,,
268,04/28/24 10:50:08 AM,8.05,80.92,,,,,
269,04/28/24 11:50:08 AM,8.19,79.45,,,,,
270,04/28/24 12:50:08 PM,8.13,80.13,,,,,
271,04/28/24 01:50:08 PM,8.03,81.39,,,,,
272,04/28/24 02:50:08 PM,7.97,81.93,,,,,
273,04/28/24 03:50:08 PM,8.23,85.50,,,,,
274,04/28/24 04:50:08 PM,8.23,85.53,,,,,
275,04/28/24 05:50:08 PM,8.20,85.35,,,,,
276,04/28/24 06:50:08 PM,8.17,85.24,,,,,
277,04/28/24 07:50:08 PM,7.42,85.17,,,,,
278,04/28/24 08:50:08 PM,6.89,85.68,,,,,
279,04/28/24 09:50:08 PM,6.77,85.46,,,,,
280,04/28/24 10:50:08 PM,6.81,85.35,,,,,
281,04/28/24 11:50:08 PM,6.62,85.24,,,,,
282,04/29/24 12:50:08 AM,6.81,85.21,,,,,
283,04/29/24 01:50:08 AM,6.76,85.17,,,,,
284,04/29/24 02:50:08 AM,6.68,85.14,,,,,
285,04/29/24 03:50:08 AM,6.49,85.06,,,,,
286,04/29/24 04:50:08 AM,6.57,84.96,,,,,
287,04/29/24 05:50:08 AM,6.34,84.85,,,,,
288,04/29/24 06:50:08 AM,5.98,84.81,,,,,
289,04/29/24 07:50:08 AM,6.20,84.81,,,,,
290,04/29/24 08:50:08 AM,6.14,84.88,,,,,
291,04/29/24 09:50:08 AM,6.14,84.99,,,,,
292,04/29/24 10:50:08 AM,6.45,85.24,,,,,
293,04/29/24 11:50:08 AM,6.52,85.39,,,,,
294,04/29/24 12:50:08 PM,6.77,85.68,,,,,
295,04/29/24 01:50:08 PM,7.10,85.86,,,,,
296,04/29/24 02:50:08 PM,8.11,86.11,,,,,
297,04/29/24 03:50:08 PM,8.39,85.82,,,,,
298,04/29/24 04:50:08 PM,8.31,85.64,,,,,
299,04/29/24 05:50:08 PM,7.88,85.32,,,,,
300,04/29/24 06:50:08 PM,7.27,85.14,,,,,
301,04/29/24 07:50:08 PM,6.91,85.03,,,,,
302,04/29/24 08:50:08 PM,6.49,85.06,,,,,
303,04/29/24 09:50:08 PM,6.14,85.10,,,,,
304,04/29/24 10:50:08 PM,6.19,85.24,,,,,
305,04/29/24 11:50:08 PM,5.84,85.21,,,,,
306,04/30/24 12:50:08 AM,5.76,85.10,,,,,
307,04/30/24 01:50:08 AM,5.73,85.03,,,,,
308,04/30/24 02:50:08 AM,5.84,84.99,,,,,
309,04/30/24 03:50:08 AM,5.63,84.99,,,,,
310,04/30/24 04:50:08 AM,5.71,84.99,,,,,
311,04/30/24 05:50:08 AM,6.16,84.99,,,,,
312,04/30/24 06:50:08 AM,6.94,84.99,,,,,
313,04/30/24 07:50:08 AM,6.83,84.92,,,,,
314,04/30/24 08:50:08 AM,6.71,84.96,,,,,
315,04/30/24 09:50:08 AM,6.70,84.99,,,,,
316,04/30/24 10:50:08 AM,7.27,85.17,,,,,
317,04/30/24 11:50:08 AM,8.22,85.50,,,,,
318,04/30/24 12:50:08 PM,8.31,85.68,,,,,
319,04/30/24 01:50:08 PM,8.94,85.75,,,,,
320,04/30/24 02:50:08 PM,9.19,85.89,,,,,
321,04/30/24 03:50:08 PM,9.59,86.04,,,,,
322,04/30/24 04:50:08 PM,9.87,86.04,,,,,
323,04/30/24 05:50:08 PM,8.51,86.07,,,,,
324,04/30/24 06:50:08 PM,8.00,86.11,,,,,
325,04/30/24 07:50:08 PM,7.42,85.86,,,,,
326,04/30/24 08:50:08 PM,7.14,85.68,,,,,
327,04/30/24 09:50:08 PM,7.15,85.57,,,,,
328,04/30/24 10:50:08 PM,7.08,85.50,,,,,
329,04/30/24 11:50:08 PM,6.93,85.39,,,,,
330,05/01/24 12:50:08 AM,6.83,85.32,,,,,
331,05/01/24 01:50:08 AM,6.32,85.14,,,,,
332,05/01/24 02:50:08 AM,6.08,85.06,,,,,
333,05/01/24 03:50:08 AM,6.62,84.96,,,,,
334,05/01/24 04:50:08 AM,6.35,84.88,,,,,
335,05/01/24 05:50:08 AM,6.42,84.81,,,,,
336,05/01/24 06:50:08 AM,6.44,84.85,,,,,
337,05/01/24 07:50:08 AM,6.68,84.88,,,,,
338,05/01/24 08:50:08 AM,7.07,84.88,,,,,
339,05/01/24 09:50:08 AM,7.59,85.03,,,,,
340,05/01/24 10:50:08 AM,8.26,85.24,,,,,
341,05/01/24 11:50:08 AM,9.50,85.64,,,,,
342,05/01/24 12:50:08 PM,10.25,85.86,,,,,
343,05/01/24 01:50:08 PM,10.04,86.00,,,,,
344,05/01/24 02:50:08 PM,11.01,86.07,,,,,
345,05/01/24 03:50:08 PM,10.62,86.07,,,,,
346,05/01/24 04:50:08 PM,10.37,85.96,,,,,
347,05/01/24 05:50:08 PM,9.17,86.07,,,,,
348,05/01/24 06:50:08 PM,8.38,85.89,,,,,
349,05/01/24 07:50:08 PM,7.57,85.75,,,,,
350,05/01/24 08:50:08 PM,7.05,85.53,,,,,
351,05/01/24 09:50:08 PM,6.72,85.39,,,,,
352,05/01/24 10:50:08 PM,6.35,85.46,,,,,
353,05/01/24 11:50:08 PM,6.44,85.42,,,,,
354,05/02/24 12:50:08 AM,6.60,85.46,,,,,
355,05/02/24 01:50:08 AM,5.98,85.17,,,,,
356,05/02/24 02:50:08 AM,6.01,85.21,,,,,
357,05/02/24 03:50:08 AM,5.69,85.10,,,,,
358,05/02/24 04:50:08 AM,5.96,84.96,,,,,
359,05/02/24 05:50:08 AM,6.02,84.78,,,,,
360,05/02/24 06:50:08 AM,6.08,84.78,,,,,
361,05/02/24 07:50:08 AM,6.82,84.88,,,,,
362,05/02/24 08:50:08 AM,7.53,84.92,,,,,
363,05/02/24 09:50:08 AM,8.50,85.06,,,,,
364,05/02/24 10:50:08 AM,9.27,85.28,,,,,
365,05/02/24 11:50:08 AM,11.24,85.68,,,,,
366,05/02/24 12:50:08 PM,12.98,86.07,,,,,
367,05/02/24 01:50:08 PM,13.92,86.22,,,,,
368,05/02/24 02:50:08 PM,13.71,86.36,,,,,
369,05/02/24 03:50:08 PM,12.77,86.29,,,,,
370,05/02/24 04:50:08 PM,12.97,86.32,,,,,
371,05/02/24 05:50:08 PM,12.02,86.22,,,,,
372,05/02/24 06:50:08 PM,9.60,85.89,,,,,
373,05/02/24 07:50:08 PM,7.57,85.50,,,,,
374,05/02/24 08:50:08 PM,6.86,85.42,,,,,
375,05/02/24 09:50:08 PM,7.02,85.32,,,,,
376,05/02/24 10:50:08 PM,6.37,85.17,,,,,
377,05/02/24 11:50:08 PM,6.48,85.06,,,,,
378,05/03/24 12:50:08 AM,6.20,84.88,,,,,
379,05/03/24 01:50:08 AM,5.37,84.67,,,,,
380,05/03/24 02:50:08 AM,4.81,84.63,,,,,
381,05/03/24 03:50:08 AM,4.41,84.60,,,,,
382,05/03/24 04:50:08 AM,4.77,84.78,,,,,
383,05/03/24 05:50:08 AM,4.85,84.81,,,,,
384,05/03/24 06:50:08 AM,5.45,84.81,,,,,
385,05/03/24 07:50:08 AM,6.20,84.78,,,,,
386,05/03/24 08:50:08 AM,7.91,85.03,,,,,
387,05/03/24 09:50:08 AM,9.00,85.10,,,,,
388,05/03/24 10:50:08 AM,10.23,85.32,,,,,
389,05/03/24 11:50:08 AM,12.71,85.64,,,,,
390,05/03/24 12:50:08 PM,15.08,85.96,,,,,
391,05/03/24 01:50:08 PM,15.91,86.25,,,,,
392,05/03/24 02:50:08 PM,15.62,86.32,,,,,
393,05/03/24 03:50:08 PM,13.61,86.40,,,,,
394,05/03/24 04:50:08 PM,12.94,86.40,,,,,
395,05/03/24 05:50:08 PM,11.47,86.07,,,,,
396,05/03/24 06:50:08 PM,9.96,85.89,,,,,
397,05/03/24 07:50:08 PM,7.74,85.68,,,,,
398,05/03/24 08:50:08 PM,6.94,85.64,,,,,
399,05/03/24 09:50:08 PM,6.88,85.42,,,,,
400,05/03/24 10:50:08 PM,6.70,85.14,,,,,
401,05/03/24 11:50:08 PM,6.64,85.10,,,,,
402,05/04/24 12:50:08 AM,6.71,85.06,,,,,
403,05/04/24 01:50:08 AM,6.46,85.03,,,,,
404,05/04/24 02:50:08 AM,5.57,84.70,,,,,
405,05/04/24 03:50:08 AM,4.34,84.70,,,,,
406,05/04/24 04:50:08 AM,4.10,84.63,,,,,
407,05/04/24 05:50:08 AM,3.69,84.63,,,,,
408,05/04/24 06:50:08 AM,3.69,84.63,,,,,
409,05/04/24 07:50:08 AM,4.59,84.63,,,,,
410,05/04/24 08:50:08 AM,8.12,84.92,,,,,
411,05/04/24 09:50:08 AM,9.23,85.24,,,,,
412,05/04/24 10:50:08 AM,10.25,85.46,,,,,
413,05/04/24 11:50:08 AM,13.04,85.75,,,,,
414,05/04/24 12:50:08 PM,15.56,86.11,,,,,
415,05/04/24 01:50:08 PM,15.50,86.50,,,,,
416,05/04/24 02:50:08 PM,15.10,86.76,,,,,
417,05/04/24 03:50:08 PM,13.53,86.72,,,,,
418,05/04/24 04:50:08 PM,13.87,86.58,,,,,
419,05/04/24 05:50:08 PM,12.98,86.65,,,,,
420,05/04/24 06:50:08 PM,9.48,86.18,,,,,
421,05/04/24 07:50:08 PM,7.99,85.86,,,,,
422,05/04/24 08:50:08 PM,6.58,85.78,,,,,
423,05/04/24 09:50:08 PM,6.61,85.57,,,,,
424,05/04/24 10:50:08 PM,6.60,85.42,,,,,
425,05/04/24 11:50:08 PM,6.68,85.28,,,,,
426,05/05/24 12:50:08 AM,6.24,85.17,,,,,
427,05/05/24 01:50:08 AM,5.80,85.03,,,,,
428,05/05/24 02:50:08 AM,5.41,84.92,,,,,
429,05/05/24 03:50:08 AM,4.28,84.78,,,,,
430,05/05/24 04:50:08 AM,4.05,84.67,,,,,
431,05/05/24 05:50:08 AM,3.60,84.74,,,,,
432,05/05/24 06:50:08 AM,4.20,84.92,,,,,
433,05/05/24 07:50:08 AM,4.55,84.99,,,,,
434,05/05/24 08:50:08 AM,7.62,85.17,,,,,
435,05/05/24 09:50:08 AM,9.04,85.32,,,,,
436,05/05/24 10:50:08 AM,10.83,85.50,,,,,
437,05/05/24 11:50:08 AM,15.19,85.78,,,,,
438,05/05/24 12:50:08 PM,17.19,86.04,,,,,
439,05/05/24 01:50:08 PM,19.63,86.40,,,,,
440,05/05/24 02:50:08 PM,17.25,86.72,,,,,
441,05/05/24 03:50:08 PM,13.87,86.50,,,,,
442,05/05/24 04:50:08 PM,13.09,86.36,,,,,
443,05/05/24 05:50:08 PM,11.12,86.04,,,,,
444,05/05/24 06:50:08 PM,9.58,85.86,,,,,
445,05/05/24 07:50:08 PM,7.43,85.75,,,,,
446,05/05/24 08:50:08 PM,6.34,85.57,,,,,
447,05/05/24 09:50:08 PM,6.07,85.46,,,,,
448,05/05/24 10:50:08 PM,6.56,85.42,,,,,
449,05/05/24 11:50:08 PM,6.77,85.35,,,,,
450,05/06/24 12:50:08 AM,6.64,85.28,,,,,
451,05/06/24 01:50:08 AM,6.32,85.24,,,,,
452,05/06/24 02:50:08 AM,5.98,85.14,,,,,
453,05/06/24 03:50:08 AM,5.86,85.06,,,,,
