"Plot Title: 21909587"
"#","Date Time, GMT-04:00","DO conc, mg/L (LGR S/N: 21909587, SEN S/N: 21909587)","Temp, °F (LGR S/N: 21909587, SEN S/N: 21909587)","Coupler Detached (LGR S/N: 21909587)","Coupler Attached (LGR S/N: 21909587)","Host Connected (LGR S/N: 21909587)","Stopped (LGR S/N: 21909587)","End Of File (LGR S/N: 21909587)"
122,04/24/24 10:31:45 AM,9.06,48.16,,,,,
123,04/24/24 11:31:45 AM,8.92,48.45,,,,,
124,04/24/24 12:31:45 PM,9.57,48.38,,,,,
125,04/24/24 01:31:45 PM,11.66,48.85,,,,,
126,04/24/24 02:31:45 PM,11.33,52.30,,,,,
127,04/24/24 03:31:45 PM,10.53,58.75,,,,,
128,04/24/24 04:31:45 PM,10.05,63.75,,,,,
129,04/24/24 05:31:45 PM,9.49,68.83,,,,,
130,04/24/24 06:31:45 PM,8.37,78.48,,,,,
131,04/24/24 07:31:45 PM,8.06,82.11,,,,,
132,04/24/24 08:31:45 PM,7.97,83.34,,,,,
133,04/24/24 09:31:45 PM,7.95,83.70,,,,,
134,04/24/24 10:31:45 PM,7.95,83.84,,,,,
135,04/24/24 11:31:45 PM,7.97,83.70,,,,,
136,04/25/24 12:31:45 AM,7.95,83.66,,,,,
137,04/25/24 01:31:45 AM,7.97,83.52,,,,,
138,04/25/24 02:31:45 AM,7.97,83.34,,,,,
139,04/25/24 03:31:45 AM,8.00,83.08,,,,,
140,04/25/24 04:31:45 AM,8.00,82.83,,,,,
141,04/25/24 05:31:45 AM,8.04,82.58,,,,,
142,04/25/24 06:31:45 AM,8.05,82.44,,,,,
143,04/25/24 07:31:45 AM,8.06,82.33,,,,,
144,04/25/24 08:31:45 AM,8.05,82.40,,,,,
145,04/25/24 09:31:45 AM,8.00,83.01,,,,,
146,04/25/24 10:31:45 AM,7.97,83.59,,,,,
147,04/25/24 11:31:45 AM,7.95,84.06,,,,,
148,04/25/24 12:31:45 PM,7.93,84.38,,,,,
149,04/25/24 01:31:45 PM,7.90,84.52,,,,,
150,04/25/24 02:31:45 PM,7.89,84.60,,,,,
151,04/25/24 03:31:45 PM,7.90,84.70,,,,,
152,04/25/24 04:31:45 PM,7.89,84.63,,,,,
153,04/25/24 05:31:45 PM,7.90,84.42,,,,,
154,04/25/24 06:31:45 PM,7.94,84.06,,,,,
155,04/25/24 07:31:45 PM,7.95,83.95,,,,,
156,04/25/24 08:31:45 PM,7.96,83.73,,,,,
157,04/25/24 09:31:45 PM,7.96,83.59,,,,,
158,04/25/24 10:31:45 PM,7.99,83.41,,,,,
159,04/25/24 11:31:45 PM,7.99,83.34,,,,,
160,04/26/24 12:31:45 AM,8.00,83.23,,,,,
161,04/26/24 01:31:45 AM,8.03,83.01,,,,,
162,04/26/24 02:31:45 AM,8.03,82.76,,,,,
163,04/26/24 03:31:45 AM,8.04,82.62,,,,,
164,04/26/24 04:31:45 AM,8.04,82.47,,,,,
165,04/26/24 05:31:45 AM,8.06,82.36,,,,,
166,04/26/24 06:31:45 AM,8.06,82.36,,,,,
167,04/26/24 07:31:45 AM,8.06,82.36,,,,,
168,04/26/24 08:31:45 AM,8.04,82.58,,,,,
169,04/26/24 09:31:45 AM,7.98,83.37,,,,,
170,04/26/24 10:31:45 AM,7.99,83.66,,,,,
171,04/26/24 11:31:45 AM,7.96,83.88,,,,,
172,04/26/24 12:31:45 PM,7.93,84.24,,,,,
173,04/26/24 01:31:45 PM,7.90,84.60,,,,,
174,04/26/24 02:31:45 PM,7.90,84.70,,,,,
175,04/26/24 03:31:45 PM,7.93,84.49,,,,,
176,04/26/24 04:31:45 PM,7.93,84.27,,,,,
177,04/26/24 05:31:45 PM,7.94,84.09,,,,,
178,04/26/24 06:31:45 PM,7.96,83.84,,,,,
179,04/26/24 07:31:45 PM,7.95,83.77,,,,,
180,04/26/24 08:31:45 PM,7.98,83.59,,,,,
181,04/26/24 09:31:45 PM,7.99,83.37,,,,,
182,04/26/24 10:31:45 PM,8.00,83.34,,,,,
183,04/26/24 11:31:45 PM,8.00,83.19,,,,,
184,04/27/24 12:31:45 AM,8.02,83.16,,,,,
185,04/27/24 01:31:45 AM,8.02,83.16,,,,,
186,04/27/24 02:31:45 AM,8.00,83.26,,,,,
187,04/27/24 03:31:45 AM,7.99,83.26,,,,,
188,04/27/24 04:31:45 AM,7.99,83.30,,,,,
189,04/27/24 05:31:45 AM,7.97,83.48,,,,,
190,04/27/24 06:31:45 AM,7.96,83.55,,,,,
191,04/27/24 07:31:45 AM,7.96,83.73,,,,,
192,04/27/24 08:31:45 AM,7.96,83.73,,,,,
193,04/27/24 09:31:45 AM,7.95,83.91,,,,,
194,04/27/24 10:31:45 AM,7.93,84.27,,,,,
195,04/27/24 11:31:45 AM,7.90,84.52,,,,,
196,04/27/24 12:31:45 PM,7.89,84.67,,,,,
197,04/27/24 01:31:45 PM,7.88,84.74,,,,,
198,04/27/24 02:31:45 PM,7.87,84.78,,,,,
199,04/27/24 03:31:45 PM,7.87,84.70,,,,,
200,04/27/24 04:31:45 PM,7.88,84.63,,,,,
201,04/27/24 05:31:45 PM,7.87,84.63,,,,,
202,04/27/24 06:31:45 PM,7.88,84.56,,,,,
203,04/27/24 07:31:45 PM,7.88,84.60,,,,,
204,04/27/24 08:31:45 PM,7.88,84.60,,,,,
205,04/27/24 09:31:45 PM,7.90,84.38,,,,,
206,04/27/24 10:31:45 PM,7.93,84.27,,,,,
207,04/27/24 11:31:45 PM,7.93,84.20,,,,,
208,04/28/24 12:31:45 AM,7.94,84.13,,,,,
209,04/28/24 01:31:45 AM,7.92,84.20,,,,,
210,04/28/24 02:31:45 AM,7.89,84.27,,,,,
211,04/28/24 03:31:45 AM,7.90,84.27,,,,,
212,04/28/24 04:31:45 AM,7.90,84.27,,,,,
213,04/28/24 05:31:45 AM,7.90,84.24,,,,,
214,04/28/24 06:31:45 AM,7.92,84.16,,,,,
215,04/28/24 07:31:45 AM,7.92,84.16,,,,,
216,04/28/24 08:31:45 AM,7.90,84.24,,,,,
217,04/28/24 09:31:45 AM,7.90,84.42,,,,,
218,04/28/24 10:31:45 AM,7.87,84.74,,,,,
219,04/28/24 11:31:45 AM,7.85,84.99,,,,,
220,04/28/24 12:31:45 PM,7.84,85.10,,,,,
221,04/28/24 01:31:45 PM,7.83,85.35,,,,,
222,04/28/24 02:31:45 PM,7.81,85.42,,,,,
223,04/28/24 03:31:45 PM,7.83,85.39,,,,,
224,04/28/24 04:31:45 PM,7.84,85.03,,,,,
225,04/28/24 05:31:45 PM,7.84,84.96,,,,,
226,04/28/24 06:31:45 PM,7.84,84.78,,,,,
227,04/28/24 07:31:45 PM,7.85,84.74,,,,,
228,04/28/24 08:31:45 PM,7.93,83.70,,,,,
229,04/28/24 09:31:45 PM,7.95,83.48,,,,,
230,04/28/24 10:31:45 PM,7.97,83.34,,,,,
231,04/28/24 11:31:45 PM,7.97,83.34,,,,,
232,04/29/24 12:31:45 AM,7.95,83.44,,,,,
233,04/29/24 01:31:45 AM,7.95,83.55,,,,,
234,04/29/24 02:31:45 AM,7.94,83.59,,,,,
235,04/29/24 03:31:45 AM,7.93,83.62,,,,,
236,04/29/24 04:31:45 AM,7.93,83.55,,,,,
237,04/29/24 05:31:45 AM,7.94,83.48,,,,,
238,04/29/24 06:31:45 AM,7.94,83.44,,,,,
239,04/29/24 07:31:45 AM,7.94,83.44,,,,,
240,04/29/24 08:31:45 AM,7.95,83.44,,,,,
241,04/29/24 09:31:45 AM,7.94,83.55,,,,,
242,04/29/24 10:31:45 AM,8.93,77.14,,,,,
243,04/29/24 11:31:45 AM,10.24,64.90,,,,,
244,04/29/24 12:31:45 PM,10.74,61.52,,,,,
245,04/29/24 01:31:45 PM,10.51,62.78,,,,,
246,04/29/24 02:31:45 PM,10.31,64.29,,,,,
247,04/29/24 03:31:45 PM,10.36,64.29,,,,,
248,04/29/24 04:31:45 PM,8.30,85.50,,,,,
249,04/29/24 05:31:45 PM,8.27,85.50,,,,,
250,04/29/24 06:31:45 PM,7.78,85.28,,,,,
251,04/29/24 07:31:45 PM,7.51,85.14,,,,,
252,04/29/24 08:31:45 PM,6.99,85.03,,,,,
253,04/29/24 09:31:45 PM,6.61,85.06,,,,,
254,04/29/24 10:31:45 PM,6.73,85.28,,,,,
255,04/29/24 11:31:45 PM,6.70,84.81,,,,,
256,04/30/24 12:31:45 AM,6.61,84.74,,,,,
257,04/30/24 01:31:45 AM,6.35,84.74,,,,,
258,04/30/24 02:31:45 AM,6.10,84.70,,,,,
259,04/30/24 03:31:45 AM,6.08,84.70,,,,,
260,04/30/24 04:31:45 AM,5.74,84.74,,,,,
261,04/30/24 05:31:45 AM,6.00,84.74,,,,,
262,04/30/24 06:31:45 AM,5.81,84.74,,,,,
263,04/30/24 07:31:45 AM,6.46,84.88,,,,,
264,04/30/24 08:31:45 AM,6.34,84.74,,,,,
265,04/30/24 09:31:45 AM,6.32,84.74,,,,,
266,04/30/24 10:31:45 AM,7.10,84.96,,,,,
267,04/30/24 11:31:45 AM,8.50,85.32,,,,,
268,04/30/24 12:31:45 PM,8.05,85.17,,,,,
269,04/30/24 01:31:45 PM,7.96,85.17,,,,,
270,04/30/24 02:31:45 PM,8.30,85.39,,,,,
271,04/30/24 03:31:45 PM,8.63,85.42,,,,,
272,04/30/24 04:31:45 PM,8.81,85.42,,,,,
273,04/30/24 05:31:45 PM,8.52,85.35,,,,,
274,04/30/24 06:31:45 PM,8.32,85.32,,,,,
275,04/30/24 07:31:45 PM,7.69,85.24,,,,,
276,04/30/24 08:31:45 PM,6.91,85.32,,,,,
277,04/30/24 09:31:45 PM,7.00,85.64,,,,,
278,04/30/24 10:31:45 PM,7.07,85.64,,,,,
279,04/30/24 11:31:45 PM,6.57,85.53,,,,,
280,05/01/24 12:31:45 AM,6.41,85.35,,,,,
281,05/01/24 01:31:45 AM,6.67,85.42,,,,,
282,05/01/24 02:31:45 AM,6.38,84.99,,,,,
283,05/01/24 03:31:45 AM,6.23,84.96,,,,,
284,05/01/24 04:31:45 AM,6.14,84.92,,,,,
285,05/01/24 05:31:45 AM,6.18,84.88,,,,,
286,05/01/24 06:31:45 AM,6.48,84.88,,,,,
287,05/01/24 07:31:45 AM,6.23,84.88,,,,,
288,05/01/24 08:31:45 AM,6.31,84.92,,,,,
289,05/01/24 09:31:45 AM,6.70,84.99,,,,,
290,05/01/24 10:31:45 AM,7.18,85.17,,,,,
291,05/01/24 11:31:45 AM,7.74,85.39,,,,,
292,05/01/24 12:31:45 PM,7.83,85.35,,,,,
293,05/01/24 01:31:45 PM,8.06,85.46,,,,,
294,05/01/24 02:31:45 PM,8.30,85.57,,,,,
295,05/01/24 03:31:45 PM,8.40,85.53,,,,,
296,05/01/24 04:31:45 PM,8.32,85.50,,,,,
297,05/01/24 05:31:45 PM,8.42,85.53,,,,,
298,05/01/24 06:31:45 PM,8.21,85.39,,,,,
299,05/01/24 07:31:45 PM,7.66,85.28,,,,,
300,05/01/24 08:31:45 PM,7.70,85.68,,,,,
301,05/01/24 09:31:45 PM,7.14,85.53,,,,,
302,05/01/24 10:31:45 PM,6.45,85.03,,,,,
303,05/01/24 11:31:45 PM,6.26,84.96,,,,,
304,05/02/24 12:31:45 AM,5.97,84.96,,,,,
305,05/02/24 01:31:45 AM,6.04,84.92,,,,,
306,05/02/24 02:31:45 AM,5.97,84.92,,,,,
307,05/02/24 03:31:45 AM,5.80,84.92,,,,,
308,05/02/24 04:31:45 AM,4.81,84.92,,,,,
309,05/02/24 05:31:45 AM,5.18,84.92,,,,,
310,05/02/24 06:31:45 AM,5.59,84.92,,,,,
311,05/02/24 07:31:45 AM,5.96,84.88,,,,,
312,05/02/24 08:31:45 AM,5.99,84.88,,,,,
313,05/02/24 09:31:45 AM,6.51,84.92,,,,,
314,05/02/24 10:31:45 AM,7.27,85.10,,,,,
315,05/02/24 11:31:45 AM,8.09,85.35,,,,,
316,05/02/24 12:31:45 PM,8.59,85.46,,,,,
317,05/02/24 01:31:45 PM,8.82,85.57,,,,,
318,05/02/24 02:31:45 PM,9.00,85.71,,,,,
319,05/02/24 03:31:45 PM,9.67,85.89,,,,,
320,05/02/24 04:31:45 PM,9.84,85.93,,,,,
321,05/02/24 05:31:45 PM,9.91,85.75,,,,,
322,05/02/24 06:31:45 PM,9.26,85.57,,,,,
323,05/02/24 07:31:45 PM,7.90,85.50,,,,,
324,05/02/24 08:31:45 PM,7.35,85.42,,,,,
325,05/02/24 09:31:45 PM,7.29,85.39,,,,,
326,05/02/24 10:31:45 PM,7.10,85.21,,,,,
327,05/02/24 11:31:45 PM,6.73,84.99,,,,,
328,05/03/24 12:31:45 AM,6.56,84.85,,,,,
329,05/03/24 01:31:45 AM,5.82,84.60,,,,,
330,05/03/24 02:31:45 AM,5.47,84.67,,,,,
331,05/03/24 03:31:45 AM,5.43,84.78,,,,,
332,05/03/24 04:31:45 AM,5.42,84.81,,,,,
333,05/03/24 05:31:45 AM,5.00,84.88,,,,,
334,05/03/24 06:31:45 AM,3.78,84.92,,,,,
335,05/03/24 07:31:45 AM,6.00,84.85,,,,,
336,05/03/24 08:31:45 AM,6.20,84.85,,,,,
337,05/03/24 09:31:45 AM,7.03,84.81,,,,,
338,05/03/24 10:31:45 AM,7.84,84.99,,,,,
339,05/03/24 11:31:45 AM,8.99,85.24,,,,,
340,05/03/24 12:31:45 PM,9.85,85.50,,,,,
341,05/03/24 01:31:45 PM,11.00,85.68,,,,,
342,05/03/24 02:31:45 PM,12.26,85.86,,,,,
343,05/03/24 03:31:45 PM,12.51,86.00,,,,,
344,05/03/24 04:31:45 PM,13.37,85.96,,,,,
345,05/03/24 05:31:45 PM,12.62,85.89,,,,,
346,05/03/24 06:31:45 PM,11.40,85.60,,,,,
347,05/03/24 07:31:45 PM,8.09,85.50,,,,,
348,05/03/24 08:31:45 PM,7.28,85.46,,,,,
349,05/03/24 09:31:45 PM,7.32,85.39,,,,,
350,05/03/24 10:31:45 PM,6.98,85.32,,,,,
351,05/03/24 11:31:45 PM,6.99,85.24,,,,,
352,05/04/24 12:31:45 AM,6.99,85.17,,,,,
353,05/04/24 01:31:45 AM,6.43,84.96,,,,,
354,05/04/24 02:31:45 AM,5.50,84.52,,,,,
355,05/04/24 03:31:45 AM,5.13,84.49,,,,,
356,05/04/24 04:31:45 AM,4.85,84.34,,,,,
357,05/04/24 05:31:45 AM,5.06,84.27,,,,,
358,05/04/24 06:31:45 AM,5.25,84.42,,,,,
359,05/04/24 07:31:45 AM,4.90,84.52,,,,,
360,05/04/24 08:31:45 AM,6.59,84.70,,,,,
361,05/04/24 09:31:45 AM,7.88,85.03,,,,,
362,05/04/24 10:31:45 AM,8.87,85.24,,,,,
363,05/04/24 11:31:45 AM,9.78,85.46,,,,,
364,05/04/24 12:31:45 PM,11.90,85.68,,,,,
365,05/04/24 01:31:45 PM,13.21,85.86,,,,,
366,05/04/24 02:31:45 PM,11.49,85.93,,,,,
367,05/04/24 03:31:45 PM,12.95,85.96,,,,,
368,05/04/24 04:31:45 PM,13.79,86.04,,,,,
369,05/04/24 05:31:45 PM,15.25,86.07,,,,,
370,05/04/24 06:31:45 PM,12.40,86.04,,,,,
371,05/04/24 07:31:45 PM,8.74,85.86,,,,,
372,05/04/24 08:31:45 PM,6.78,85.71,,,,,
373,05/04/24 09:31:45 PM,6.81,85.64,,,,,
374,05/04/24 10:31:45 PM,7.08,85.46,,,,,
375,05/04/24 11:31:45 PM,6.99,85.35,,,,,
376,05/05/24 12:31:45 AM,6.72,85.32,,,,,
377,05/05/24 01:31:45 AM,6.10,85.10,,,,,
378,05/05/24 02:31:45 AM,5.25,84.60,,,,,
379,05/05/24 03:31:45 AM,5.02,84.56,,,,,
380,05/05/24 04:31:45 AM,5.05,84.38,,,,,
381,05/05/24 05:31:45 AM,4.95,84.34,,,,,
382,05/05/24 06:31:45 AM,4.93,84.49,,,,,
383,05/05/24 07:31:45 AM,4.96,84.60,,,,,
384,05/05/24 08:31:45 AM,5.93,84.67,,,,,
385,05/05/24 09:31:45 AM,6.67,84.78,,,,,
386,05/05/24 10:31:45 AM,8.21,85.10,,,,,
387,05/05/24 11:31:45 AM,9.47,85.50,,,,,
388,05/05/24 12:31:45 PM,12.23,85.71,,,,,
389,05/05/24 01:31:45 PM,11.94,85.86,,,,,
390,05/05/24 02:31:45 PM,12.03,86.04,,,,,
391,05/05/24 03:31:45 PM,11.95,86.04,,,,,
392,05/05/24 04:31:45 PM,12.32,86.04,,,,,
393,05/05/24 05:31:45 PM,12.29,86.04,,,,,
394,05/05/24 06:31:45 PM,10.30,85.93,,,,,
395,05/05/24 07:31:45 PM,8.42,85.86,,,,,
396,05/05/24 08:31:45 PM,7.19,85.78,,,,,
397,05/05/24 09:31:45 PM,6.75,85.60,,,,,
398,05/05/24 10:31:45 PM,6.63,85.57,,,,,
399,05/05/24 11:31:45 PM,6.80,85.46,,,,,
400,05/06/24 12:31:45 AM,6.70,85.35,,,,,
401,05/06/24 01:31:45 AM,6.44,85.32,,,,,
402,05/06/24 02:31:45 AM,6.20,85.21,,,,,
403,05/06/24 03:31:45 AM,6.08,84.99,,,,,
404,05/06/24 04:31:45 AM,4.66,84.63,,,,,
405,05/06/24 05:31:45 AM,4.51,84.45,,,,,
406,05/06/24 06:31:45 AM,3.99,84.45,,,,,
407,05/06/24 07:31:45 AM,4.83,84.63,,,,,
408,05/06/24 08:31:45 AM,5.82,84.81,,,,,
409,05/06/24 09:31:45 AM,7.13,84.92,,,,,
410,05/06/24 10:31:45 AM,7.52,84.99,,,,,
411,05/06/24 11:31:45 AM,9.25,85.17,,,,,
412,05/06/24 12:31:45 PM,11.52,85.35,,,,,
413,05/06/24 01:31:45 PM,12.43,85.64,,,,,
414,05/06/24 02:31:45 PM,13.25,85.82,,,,,
415,05/06/24 03:31:45 PM,11.65,85.89,,,,,
416,05/06/24 04:31:45 PM,12.69,86.04,,,,,
417,05/06/24 05:31:45 PM,11.08,86.00,,,,,
418,05/06/24 06:31:45 PM,9.11,85.89,,,,,
419,05/06/24 07:31:45 PM,7.95,85.75,,,,,
420,05/06/24 08:31:45 PM,6.98,85.71,,,,,
421,05/06/24 09:31:45 PM,6.65,85.68,,,,,
422,05/06/24 10:31:45 PM,6.48,85.68,,,,,
423,05/06/24 11:31:45 PM,6.73,85.60,,,,,
424,05/07/24 12:31:45 AM,6.71,85.50,,,,,
425,05/07/24 01:31:45 AM,6.41,85.39,,,,,
426,05/07/24 02:31:45 AM,5.81,85.21,,,,,
427,05/07/24 03:31:45 AM,5.10,84.96,,,,,
428,05/07/24 04:31:45 AM,4.80,84.96,,,,,
429,05/07/24 05:31:45 AM,4.35,84.96,,,,,
430,05/07/24 06:31:45 AM,4.02,84.92,,,,,
431,05/07/24 07:31:45 AM,4.77,84.92,,,,,
432,05/07/24 08:31:45 AM,5.33,84.99,,,,,
433,05/07/24 09:31:45 AM,6.35,85.14,,,,,
434,05/07/24 10:31:45 AM,8.94,85.39,,,,,
435,05/07/24 11:31:45 AM,10.42,85.71,,,,,
436,05/07/24 12:31:45 PM,11.94,85.86,,,,,
437,05/07/24 01:31:45 PM,11.90,86.00,,,,,
438,05/07/24 02:31:45 PM,12.58,86.07,,,,,
439,05/07/24 03:31:45 PM,13.34,86.18,,,,,
440,05/07/24 04:31:45 PM,12.60,86.11,,,,,
441,05/07/24 05:31:45 PM,12.20,86.07,,,,,
442,05/07/24 06:31:45 PM,9.94,86.00,,,,,
443,05/07/24 07:31:45 PM,7.78,85.89,,,,,
444,05/07/24 08:31:45 PM,6.81,85.82,,,,,
445,05/07/24 09:31:45 PM,5.58,85.86,,,,,
446,05/07/24 10:31:45 PM,5.25,85.82,,,,,
447,05/07/24 11:31:45 PM,5.76,85.78,,,,,
448,05/08/24 12:31:45 AM,6.18,85.71,,,,,
449,05/08/24 01:31:45 AM,5.93,85.64,,,,,
450,05/08/24 02:31:45 AM,5.44,85.60,,,,,
451,05/08/24 03:31:45 AM,5.46,85.57,,,,,
452,05/08/24 04:31:45 AM,5.17,85.46,,,,,
453,05/08/24 05:31:45 AM,4.14,85.39,,,,,
454,05/08/24 06:31:45 AM,3.75,85.35,,,,,
