"Plot Title: 21909582"
"#","Date Time, GMT-04:00","DO conc, mg/L (LGR S/N: 21909582, SEN S/N: 21909582)","Temp, °F (LGR S/N: 21909582, SEN S/N: 21909582)","Coupler Attached (LGR S/N: 21909582)","Stopped (LGR S/N: 21909582)","End Of File (LGR S/N: 21909582)"
70,06/25/24 01:50:08 PM,9.87,87.30,,,
71,06/25/24 02:50:08 PM,8.91,87.51,,,
72,06/25/24 03:50:08 PM,12.87,87.55,,,
73,06/25/24 04:50:08 PM,12.88,87.37,,,
74,06/25/24 05:50:08 PM,12.75,87.51,,,
75,06/25/24 06:50:08 PM,10.28,87.26,,,
76,06/25/24 07:50:08 PM,6.57,86.97,,,
77,06/25/24 08:50:08 PM,5.26,86.90,,,
78,06/25/24 09:50:08 PM,4.69,86.90,,,
79,06/25/24 10:50:08 PM,4.62,87.01,,,
80,06/25/24 11:50:08 PM,5.12,87.01,,,
81,06/26/24 12:50:08 AM,4.80,86.90,,,
82,06/26/24 01:50:08 AM,4.34,86.86,,,
83,06/26/24 02:50:08 AM,4.08,86.83,,,
84,06/26/24 03:50:08 AM,3.77,86.76,,,
85,06/26/24 04:50:08 AM,3.04,86.86,,,
86,06/26/24 05:50:08 AM,2.68,86.86,,,
87,06/26/24 06:50:08 AM,2.82,86.86,,,
88,06/26/24 07:50:08 AM,2.97,86.86,,,
89,06/26/24 08:50:08 AM,3.90,86.83,,,
90,06/26/24 09:50:08 AM,5.30,86.61,,,
91,06/26/24 10:50:08 AM,5.01,86.47,,,
92,06/26/24 11:50:08 AM,6.28,86.61,,,
93,06/26/24 12:50:08 PM,9.03,86.83,,,
94,06/26/24 01:50:08 PM,14.22,87.01,,,
95,06/26/24 02:50:08 PM,7.49,86.83,,,
96,06/26/24 03:50:08 PM,13.49,87.08,,,
97,06/26/24 04:50:08 PM,13.62,87.33,,,
98,06/26/24 05:50:08 PM,4.13,87.12,,,
99,06/26/24 06:50:08 PM,7.09,87.19,,,
100,06/26/24 07:50:08 PM,3.72,87.08,,,
101,06/26/24 08:50:08 PM,5.57,87.01,,,
102,06/26/24 09:50:08 PM,4.97,86.83,,,
103,06/26/24 10:50:08 PM,4.21,86.79,,,
104,06/26/24 11:50:08 PM,2.48,86.72,,,
105,06/27/24 12:50:08 AM,3.11,86.65,,,
106,06/27/24 01:50:08 AM,5.04,86.50,,,
107,06/27/24 02:50:08 AM,4.80,86.43,,,
108,06/27/24 03:50:08 AM,3.55,86.32,,,
109,06/27/24 04:50:08 AM,4.29,86.25,,,
110,06/27/24 05:50:08 AM,3.13,86.25,,,
111,06/27/24 06:50:08 AM,2.37,86.22,,,
112,06/27/24 07:50:08 AM,2.62,86.18,,,
113,06/27/24 08:50:08 AM,4.51,86.36,,,
114,06/27/24 09:50:08 AM,3.80,86.47,,,
115,06/27/24 10:50:08 AM,4.39,86.61,,,
116,06/27/24 11:50:08 AM,5.60,86.83,,,
117,06/27/24 12:50:08 PM,7.13,87.04,,,
118,06/27/24 01:50:08 PM,8.29,87.30,,,
119,06/27/24 02:50:08 PM,14.19,87.40,,,
120,06/27/24 03:50:08 PM,13.98,87.51,,,
121,06/27/24 04:50:08 PM,12.67,87.40,,,
122,06/27/24 05:50:08 PM,10.82,87.33,,,
123,06/27/24 06:50:08 PM,8.03,87.15,,,
124,06/27/24 07:50:08 PM,5.61,87.01,,,
125,06/27/24 08:50:08 PM,3.89,87.01,,,
126,06/27/24 09:50:08 PM,4.68,87.22,,,
127,06/27/24 10:50:08 PM,4.03,87.22,,,
128,06/27/24 11:50:08 PM,4.54,87.08,,,
129,06/28/24 12:50:08 AM,3.71,86.97,,,
130,06/28/24 01:50:08 AM,3.14,86.94,,,
131,06/28/24 02:50:08 AM,2.91,86.83,,,
132,06/28/24 03:50:08 AM,2.78,86.68,,,
133,06/28/24 04:50:08 AM,2.96,86.54,,,
134,06/28/24 05:50:08 AM,3.57,86.54,,,
135,06/28/24 06:50:08 AM,4.51,86.40,,,
136,06/28/24 07:50:08 AM,3.80,86.29,,,
137,06/28/24 08:50:08 AM,3.67,86.36,,,
138,06/28/24 09:50:08 AM,5.60,86.58,,,
139,06/28/24 10:50:08 AM,6.31,86.83,,,
140,06/28/24 11:50:08 AM,6.50,87.15,,,
141,06/28/24 12:50:08 PM,5.83,87.26,,,
142,06/28/24 01:50:08 PM,7.10,86.97,,,
143,06/28/24 02:50:08 PM,7.43,86.90,,,
144,06/28/24 03:50:08 PM,13.47,87.51,,,
145,06/28/24 04:50:08 PM,12.94,87.22,,,
146,06/28/24 05:50:08 PM,10.37,87.15,,,
147,06/28/24 06:50:08 PM,5.99,87.01,,,
148,06/28/24 07:50:08 PM,5.36,86.94,,,
149,06/28/24 08:50:08 PM,5.48,86.72,,,
150,06/28/24 09:50:08 PM,4.46,86.50,,,
151,06/28/24 10:50:08 PM,3.51,86.43,,,
152,06/28/24 11:50:08 PM,3.33,86.36,,,
153,06/29/24 12:50:08 AM,3.23,86.36,,,
154,06/29/24 01:50:08 AM,2.83,86.25,,,
155,06/29/24 02:50:08 AM,2.58,86.07,,,
156,06/29/24 03:50:08 AM,2.11,85.89,,,
157,06/29/24 04:50:08 AM,1.71,85.82,,,
158,06/29/24 05:50:08 AM,1.42,85.71,,,
159,06/29/24 06:50:08 AM,1.99,85.82,,,
160,06/29/24 07:50:08 AM,3.24,86.00,,,
161,06/29/24 08:50:08 AM,3.14,85.96,,,
162,06/29/24 09:50:08 AM,4.04,85.89,,,
163,06/29/24 10:50:08 AM,6.26,86.29,,,
164,06/29/24 11:50:08 AM,7.12,86.54,,,
165,06/29/24 12:50:08 PM,9.56,86.90,,,
166,06/29/24 01:50:08 PM,5.46,86.94,,,
167,06/29/24 02:50:08 PM,8.70,87.26,,,
168,06/29/24 03:50:08 PM,8.79,87.37,,,
169,06/29/24 04:50:08 PM,7.42,86.76,,,
170,06/29/24 05:50:08 PM,5.64,86.61,,,
171,06/29/24 06:50:08 PM,4.88,86.54,,,
172,06/29/24 07:50:08 PM,4.43,86.43,,,
173,06/29/24 08:50:08 PM,4.51,86.40,,,
174,06/29/24 09:50:08 PM,3.87,86.40,,,
175,06/29/24 10:50:08 PM,3.80,86.32,,,
176,06/29/24 11:50:08 PM,2.73,85.86,,,
177,06/30/24 12:50:08 AM,2.36,85.78,,,
178,06/30/24 01:50:08 AM,2.55,85.82,,,
179,06/30/24 02:50:08 AM,2.25,85.86,,,
180,06/30/24 03:50:08 AM,2.48,85.86,,,
181,06/30/24 04:50:08 AM,2.48,85.82,,,
182,06/30/24 05:50:08 AM,3.37,85.68,,,
183,06/30/24 06:50:08 AM,2.76,85.64,,,
184,06/30/24 07:50:08 AM,2.39,85.75,,,
185,06/30/24 08:50:08 AM,4.14,85.68,,,
186,06/30/24 09:50:08 AM,5.25,85.93,,,
187,06/30/24 10:50:08 AM,6.91,86.25,,,
188,06/30/24 11:50:08 AM,11.19,86.68,,,
189,06/30/24 12:50:08 PM,16.39,86.83,,,
190,06/30/24 01:50:08 PM,16.17,86.90,,,
191,06/30/24 02:50:08 PM,15.93,86.83,,,
192,06/30/24 03:50:08 PM,6.76,86.97,,,
193,06/30/24 04:50:08 PM,10.22,87.08,,,
194,06/30/24 05:50:08 PM,11.78,87.19,,,
195,06/30/24 06:50:08 PM,9.04,86.65,,,
196,06/30/24 07:50:08 PM,5.54,86.29,,,
197,06/30/24 08:50:08 PM,4.38,86.29,,,
198,06/30/24 09:50:08 PM,4.74,86.29,,,
199,06/30/24 10:50:08 PM,4.53,86.25,,,
200,06/30/24 11:50:08 PM,4.29,86.18,,,
201,07/01/24 12:50:08 AM,3.87,86.07,,,
202,07/01/24 01:50:08 AM,3.17,85.86,,,
203,07/01/24 02:50:08 AM,3.96,85.78,,,
204,07/01/24 03:50:08 AM,4.26,85.82,,,
205,07/01/24 04:50:08 AM,2.85,85.86,,,
206,07/01/24 05:50:08 AM,2.77,85.86,,,
207,07/01/24 06:50:08 AM,2.59,85.78,,,
208,07/01/24 07:50:08 AM,3.34,85.75,,,
209,07/01/24 08:50:08 AM,4.57,85.82,,,
210,07/01/24 09:50:08 AM,6.49,86.00,,,
211,07/01/24 10:50:08 AM,7.44,86.22,,,
212,07/01/24 11:50:08 AM,8.79,86.50,,,
213,07/01/24 12:50:08 PM,9.43,86.68,,,
214,07/01/24 01:50:08 PM,8.28,87.08,,,
215,07/01/24 02:50:08 PM,10.08,87.48,,,
216,07/01/24 03:50:08 PM,9.18,86.90,,,
217,07/01/24 04:50:08 PM,9.35,86.90,,,
218,07/01/24 05:50:08 PM,8.77,86.86,,,
219,07/01/24 06:50:08 PM,8.63,86.68,,,
220,07/01/24 07:50:08 PM,5.51,86.40,,,
221,07/01/24 08:50:08 PM,5.00,86.29,,,
222,07/01/24 09:50:08 PM,5.32,86.25,,,
223,07/01/24 10:50:08 PM,5.87,86.40,,,
224,07/01/24 11:50:08 PM,5.68,86.32,,,
225,07/02/24 12:50:08 AM,5.56,86.18,,,
226,07/02/24 01:50:08 AM,3.48,86.11,,,
227,07/02/24 02:50:08 AM,5.19,85.96,,,
228,07/02/24 03:50:08 AM,5.34,85.96,,,
229,07/02/24 04:50:08 AM,5.00,85.96,,,
230,07/02/24 05:50:08 AM,4.01,85.89,,,
231,07/02/24 06:50:08 AM,3.75,85.86,,,
232,07/02/24 07:50:08 AM,3.66,85.82,,,
233,07/02/24 08:50:08 AM,4.57,85.82,,,
234,07/02/24 09:50:08 AM,6.13,85.86,,,
235,07/02/24 10:50:08 AM,6.72,86.22,,,
236,07/02/24 11:50:08 AM,7.77,86.40,,,
237,07/02/24 12:50:08 PM,8.60,86.65,,,
238,07/02/24 01:50:08 PM,10.89,87.08,,,
239,07/02/24 02:50:08 PM,10.62,87.44,,,
240,07/02/24 03:50:08 PM,9.22,87.01,,,
241,07/02/24 04:50:08 PM,5.63,87.08,,,
242,07/02/24 05:50:08 PM,5.77,86.76,,,
243,07/02/24 06:50:08 PM,5.39,86.43,,,
244,07/02/24 07:50:08 PM,4.64,86.25,,,
245,07/02/24 08:50:08 PM,5.75,86.14,,,
246,07/02/24 09:50:08 PM,5.44,86.11,,,
247,07/02/24 10:50:08 PM,5.68,86.04,,,
248,07/02/24 11:50:08 PM,5.77,86.07,,,
249,07/03/24 12:50:08 AM,5.65,86.00,,,
250,07/03/24 01:50:08 AM,5.27,85.93,,,
251,07/03/24 02:50:08 AM,4.59,85.71,,,
252,07/03/24 03:50:08 AM,5.02,85.75,,,
253,07/03/24 04:50:08 AM,2.56,85.78,,,
254,07/03/24 05:50:08 AM,3.25,85.78,,,
255,07/03/24 06:50:08 AM,4.19,85.78,,,
256,07/03/24 07:50:08 AM,3.83,85.78,,,
257,07/03/24 08:50:08 AM,3.81,85.86,,,
258,07/03/24 09:50:08 AM,4.63,85.96,,,
259,07/03/24 10:50:08 AM,5.56,86.14,,,
260,07/03/24 11:50:08 AM,6.93,86.36,,,
261,07/03/24 12:50:08 PM,6.74,86.50,,,
262,07/03/24 01:50:08 PM,6.36,86.61,,,
263,07/03/24 02:50:08 PM,7.49,86.86,,,
264,07/03/24 03:50:08 PM,7.30,87.37,,,
265,07/03/24 04:50:08 PM,7.86,87.62,,,
266,07/03/24 05:50:08 PM,6.94,87.04,,,
267,07/03/24 06:50:08 PM,7.54,86.43,,,
268,07/03/24 07:50:08 PM,6.69,86.22,,,
269,07/03/24 08:50:08 PM,5.93,86.00,,,
270,07/03/24 09:50:08 PM,5.74,86.04,,,
271,07/03/24 10:50:08 PM,6.01,86.11,,,
272,07/03/24 11:50:08 PM,6.31,86.14,,,
273,07/04/24 12:50:08 AM,5.86,86.11,,,
274,07/04/24 01:50:08 AM,5.90,86.11,,,
275,07/04/24 02:50:08 AM,6.16,86.07,,,
276,07/04/24 03:50:08 AM,5.06,86.04,,,
277,07/04/24 04:50:08 AM,5.83,85.96,,,
278,07/04/24 05:50:08 AM,4.91,85.82,,,
279,07/04/24 06:50:08 AM,4.95,85.82,,,
280,07/04/24 07:50:08 AM,4.77,85.75,,,
281,07/04/24 08:50:08 AM,5.48,85.75,,,
282,07/04/24 09:50:08 AM,5.89,85.86,,,
283,07/04/24 10:50:08 AM,6.49,86.14,,,
284,07/04/24 11:50:08 AM,7.95,86.29,,,
285,07/04/24 12:50:08 PM,9.45,86.54,,,
286,07/04/24 01:50:08 PM,9.96,86.68,,,
287,07/04/24 02:50:08 PM,10.37,86.86,,,
288,07/04/24 03:50:08 PM,9.71,86.97,,,
289,07/04/24 04:50:08 PM,10.17,87.30,,,
290,07/04/24 05:50:08 PM,10.30,87.55,,,
291,07/04/24 06:50:08 PM,8.12,87.40,,,
292,07/04/24 07:50:08 PM,6.79,87.08,,,
293,07/04/24 08:50:08 PM,5.87,86.54,,,
294,07/04/24 09:50:08 PM,5.36,86.65,,,
295,07/04/24 10:50:08 PM,5.60,86.61,,,
296,07/04/24 11:50:08 PM,5.97,86.61,,,
297,07/05/24 12:50:08 AM,5.65,86.61,,,
298,07/05/24 01:50:08 AM,5.73,86.50,,,
299,07/05/24 02:50:08 AM,5.42,86.40,,,
300,07/05/24 03:50:08 AM,4.89,86.32,,,
301,07/05/24 04:50:08 AM,3.83,86.18,,,
302,07/05/24 05:50:08 AM,3.19,86.00,,,
303,07/05/24 06:50:08 AM,2.61,85.86,,,
304,07/05/24 07:50:08 AM,2.51,85.78,,,
305,07/05/24 08:50:08 AM,3.04,85.89,,,
306,07/05/24 09:50:08 AM,2.61,85.75,,,
307,07/05/24 10:50:08 AM,3.92,86.11,,,
308,07/05/24 11:50:08 AM,4.63,86.25,,,
309,07/05/24 12:50:08 PM,4.56,86.65,,,
310,07/05/24 01:50:08 PM,4.79,86.83,,,
311,07/05/24 02:50:08 PM,5.04,86.97,,,
312,07/05/24 03:50:08 PM,7.16,87.15,,,
313,07/05/24 04:50:08 PM,5.00,87.40,,,
314,07/05/24 05:50:08 PM,6.08,87.33,,,
315,07/05/24 06:50:08 PM,5.56,86.72,,,
316,07/05/24 07:50:08 PM,3.61,86.76,,,
317,07/05/24 08:50:08 PM,4.15,86.65,,,
318,07/05/24 09:50:08 PM,2.41,86.68,,,
319,07/05/24 10:50:08 PM,1.45,86.47,,,
320,07/05/24 11:50:08 PM,1.18,86.76,,,
321,07/06/24 12:50:08 AM,1.34,86.54,,,
322,07/06/24 01:50:08 AM,2.29,86.47,,,
323,07/06/24 02:50:08 AM,2.85,86.29,,,
324,07/06/24 03:50:08 AM,1.15,86.29,,,
325,07/06/24 04:50:08 AM,1.43,86.29,,,
326,07/06/24 05:50:08 AM,0.92,86.25,,,
327,07/06/24 06:50:08 AM,0.13,86.32,,,
328,07/06/24 07:50:08 AM,0.19,86.40,,,
329,07/06/24 08:50:08 AM,0.97,86.43,,,
330,07/06/24 09:50:08 AM,3.37,86.65,,,
331,07/06/24 10:50:08 AM,2.85,86.83,,,
332,07/06/24 11:50:08 AM,4.45,87.01,,,
333,07/06/24 12:50:08 PM,6.54,87.26,,,
334,07/06/24 01:50:08 PM,7.84,87.80,,,
335,07/06/24 02:50:08 PM,6.50,88.20,,,
336,07/06/24 03:50:08 PM,6.84,88.45,,,
337,07/06/24 04:50:08 PM,6.86,87.91,,,
338,07/06/24 05:50:08 PM,7.39,88.27,,,
339,07/06/24 06:50:08 PM,7.06,87.94,,,
340,07/06/24 07:50:08 PM,5.95,87.80,,,
341,07/06/24 08:50:08 PM,5.68,87.15,,,
342,07/06/24 09:50:08 PM,4.10,87.15,,,
343,07/06/24 10:50:08 PM,5.26,87.04,,,
344,07/06/24 11:50:08 PM,3.43,87.04,,,
345,07/07/24 12:50:08 AM,2.61,87.08,,,
346,07/07/24 01:50:08 AM,2.41,86.79,,,
347,07/07/24 02:50:08 AM,4.11,86.86,,,
348,07/07/24 03:50:08 AM,2.62,86.94,,,
349,07/07/24 04:50:08 AM,3.27,87.19,,,
350,07/07/24 05:50:08 AM,4.16,87.12,,,
351,07/07/24 06:50:08 AM,3.18,87.22,,,
352,07/07/24 07:50:08 AM,3.56,87.19,,,
353,07/07/24 08:50:08 AM,4.06,87.08,,,
354,07/07/24 09:50:08 AM,5.09,86.97,,,
355,07/07/24 10:50:08 AM,4.43,86.76,,,
356,07/07/24 11:50:08 AM,4.21,86.86,,,
357,07/07/24 12:50:08 PM,4.26,86.29,,,
358,07/07/24 01:50:08 PM,5.40,86.32,,,
359,07/07/24 02:50:08 PM,6.19,86.43,,,
360,07/07/24 03:50:08 PM,6.53,86.54,,,
361,07/07/24 04:50:08 PM,6.86,86.65,,,
362,07/07/24 05:50:08 PM,6.61,86.68,,,
363,07/07/24 06:50:08 PM,5.72,86.68,,,
364,07/07/24 07:50:08 PM,4.02,86.58,,,
365,07/07/24 08:50:08 PM,4.67,86.47,,,
366,07/07/24 09:50:08 PM,3.73,86.40,,,
367,07/07/24 10:50:08 PM,3.70,86.40,,,
368,07/07/24 11:50:08 PM,1.33,86.54,,,
369,07/08/24 12:50:08 AM,3.84,86.54,,,
370,07/08/24 01:50:08 AM,3.91,86.54,,,
371,07/08/24 02:50:08 AM,4.25,86.54,,,
372,07/08/24 03:50:08 AM,3.12,86.54,,,
373,07/08/24 04:50:08 AM,4.31,86.50,,,
374,07/08/24 05:50:08 AM,3.95,86.50,,,
375,07/08/24 06:50:08 AM,2.30,86.50,,,
376,07/08/24 07:50:08 AM,1.46,86.54,,,
377,07/08/24 08:50:08 AM,0.93,86.61,,,
378,07/08/24 09:50:08 AM,1.71,86.68,,,
379,07/08/24 10:50:08 AM,3.36,86.68,,,
380,07/08/24 11:50:08 AM,4.98,86.72,,,
381,07/08/24 12:50:08 PM,6.44,87.01,,,
382,07/08/24 01:50:08 PM,5.66,87.01,,,
383,07/08/24 02:50:08 PM,6.49,87.15,,,
384,07/08/24 03:50:08 PM,7.31,87.22,,,
385,07/08/24 04:50:08 PM,7.26,87.22,,,
386,07/08/24 05:50:08 PM,7.45,87.12,,,
387,07/08/24 06:50:08 PM,5.40,86.94,,,
388,07/08/24 07:50:08 PM,5.35,87.01,,,
389,07/08/24 08:50:08 PM,5.07,86.65,,,
390,07/08/24 09:50:08 PM,5.09,86.58,,,
391,07/08/24 10:50:08 PM,4.71,86.58,,,
392,07/08/24 11:50:08 PM,4.46,86.58,,,
393,07/09/24 12:50:08 AM,3.10,86.54,,,
394,07/09/24 01:50:08 AM,4.80,86.47,,,
395,07/09/24 02:50:08 AM,4.73,86.32,,,
396,07/09/24 03:50:08 AM,4.41,86.29,,,
397,07/09/24 04:50:08 AM,3.75,86.29,,,
398,07/09/24 05:50:08 AM,3.65,86.25,,,
399,07/09/24 06:50:08 AM,2.42,86.29,,,
400,07/09/24 07:50:08 AM,2.60,86.29,,,
401,07/09/24 08:50:08 AM,3.25,86.32,,,
402,07/09/24 09:50:08 AM,3.94,86.43,,,
403,07/09/24 10:50:08 AM,4.25,86.54,,,
404,07/09/24 11:50:08 AM,5.41,86.79,,,
405,07/09/24 12:50:08 PM,6.62,87.01,,,
406,07/09/24 01:50:08 PM,7.33,86.86,,,
407,07/09/24 02:50:08 PM,6.73,86.90,,,
408,07/09/24 03:50:08 PM,7.26,86.90,,,
409,07/09/24 04:50:08 PM,9.44,86.97,,,
410,07/09/24 05:50:08 PM,11.28,87.04,,,
411,07/09/24 06:50:08 PM,7.02,86.83,,,
412,07/09/24 07:50:08 PM,4.81,86.83,,,
413,07/09/24 08:50:08 PM,4.63,86.54,,,
414,07/09/24 09:50:08 PM,4.73,86.43,,,
415,07/09/24 10:50:08 PM,4.81,86.40,,,
416,07/09/24 11:50:08 PM,4.73,86.43,,,
417,07/10/24 12:50:08 AM,4.92,86.40,,,
418,07/10/24 01:50:08 AM,4.85,86.32,,,
419,07/10/24 02:50:08 AM,4.51,86.22,,,
420,07/10/24 03:50:08 AM,4.80,86.22,,,
421,07/10/24 04:50:08 AM,4.63,86.18,,,
422,07/10/24 05:50:08 AM,3.37,86.18,,,
423,07/10/24 06:50:08 AM,2.50,86.18,,,
424,07/10/24 07:50:08 AM,2.28,86.18,,,
425,07/10/24 08:50:08 AM,2.99,86.29,,,
426,07/10/24 09:50:08 AM,2.67,86.22,,,
427,07/10/24 10:50:08 AM,3.13,86.18,,,
428,07/10/24 11:50:08 AM,3.47,86.50,,,
429,07/10/24 12:50:08 PM,4.41,86.86,,,
430,07/10/24 01:50:08 PM,7.32,87.12,,,
431,07/10/24 02:50:08 PM,4.74,86.86,,,
432,07/10/24 03:50:08 PM,5.52,86.79,,,
433,07/10/24 04:50:08 PM,5.44,86.61,,,
434,07/10/24 05:50:08 PM,7.25,86.58,,,
435,07/10/24 06:50:08 PM,6.85,86.47,,,
436,07/10/24 07:50:08 PM,5.09,86.40,,,
437,07/10/24 08:50:08 PM,5.10,86.29,,,
438,07/10/24 09:50:08 PM,5.03,86.11,,,
439,07/10/24 10:50:08 PM,5.44,86.40,,,
440,07/10/24 11:50:08 PM,4.89,86.40,,,
441,07/11/24 12:50:08 AM,4.67,86.36,,,
442,07/11/24 01:50:08 AM,4.54,86.36,,,
443,07/11/24 02:50:08 AM,5.03,86.29,,,
444,07/11/24 03:50:08 AM,4.94,86.29,,,
445,07/11/24 04:50:08 AM,4.21,86.18,,,
446,07/11/24 05:50:08 AM,4.57,86.04,,,
447,07/11/24 06:50:08 AM,4.34,85.96,,,
448,07/11/24 07:50:08 AM,3.25,85.82,,,
449,07/11/24 08:50:08 AM,3.25,85.71,,,
450,07/11/24 09:50:08 AM,4.28,85.71,,,
451,07/11/24 10:50:08 AM,6.45,85.82,,,
452,07/11/24 11:50:08 AM,11.65,86.04,,,
453,07/11/24 12:50:08 PM,16.98,86.40,,,
454,07/11/24 01:50:08 PM,14.85,86.58,,,
455,07/11/24 02:50:08 PM,15.22,86.86,,,
456,07/11/24 03:50:08 PM,14.02,86.90,,,
457,07/11/24 04:50:08 PM,12.74,87.08,,,
458,07/11/24 05:50:08 PM,10.28,87.12,,,
459,07/11/24 06:50:08 PM,7.92,86.83,,,
460,07/11/24 07:50:08 PM,5.13,86.68,,,
461,07/11/24 08:50:08 PM,4.45,86.47,,,
462,07/11/24 09:50:08 PM,4.93,86.40,,,
463,07/11/24 10:50:08 PM,4.49,86.32,,,
464,07/11/24 11:50:08 PM,5.54,86.68,,,
465,07/12/24 12:50:08 AM,5.70,86.58,,,
466,07/12/24 01:50:08 AM,5.66,86.47,,,
467,07/12/24 02:50:08 AM,5.33,86.32,,,
468,07/12/24 03:50:08 AM,5.00,86.18,,,
469,07/12/24 04:50:08 AM,4.05,86.07,,,
470,07/12/24 05:50:08 AM,3.04,85.93,,,
471,07/12/24 06:50:08 AM,3.15,85.82,,,
472,07/12/24 07:50:08 AM,2.80,85.82,,,
473,07/12/24 08:50:08 AM,2.58,85.78,,,
474,07/12/24 09:50:08 AM,3.09,85.53,,,
475,07/12/24 10:50:08 AM,3.11,85.78,,,
476,07/12/24 11:50:08 AM,4.55,86.22,,,
477,07/12/24 12:50:08 PM,5.77,86.50,,,
478,07/12/24 01:50:08 PM,5.58,86.68,,,
479,07/12/24 02:50:08 PM,5.51,86.65,,,
480,07/12/24 03:50:08 PM,5.52,86.65,,,
481,07/12/24 04:50:08 PM,4.97,86.68,,,
482,07/12/24 05:50:08 PM,7.56,86.68,,,
483,07/12/24 06:50:08 PM,6.46,86.65,,,
484,07/12/24 07:50:08 PM,5.87,86.61,,,
485,07/12/24 08:50:08 PM,6.00,86.50,,,
486,07/12/24 09:50:08 PM,6.11,86.32,,,
487,07/12/24 10:50:08 PM,6.06,86.29,,,
488,07/12/24 11:50:08 PM,5.63,86.18,,,
489,07/13/24 12:50:08 AM,5.87,86.18,,,
